referrer_id,referred_id,is_ring_referral
ACCf4d701e6fb,ACCc36ddb6c33,False
ACCf657d1289c,ACC636be99be3,False
ACCf657d1289c,ACCc4ed53e9f1,False
ACCf657d1289c,ACC7e494d225c,False
ACCb54dbf531f,ACC8ad8beb038,False
ACCb54dbf531f,ACCa967eafd8e,False
ACCad22639c0c,ACCb70990f480,False
ACCad22639c0c,ACCd62aba10ce,False
ACCad22639c0c,ACC551dbb9351,False
ACC1dbb7c2cfc,ACCe27fd09ee2,False
ACC1dbb7c2cfc,ACCb5fff49066,False
ACC1dbb7c2cfc,ACCad2afee39b,False
ACCe71b51a991,ACC81a4729ba7,False
ACC03df66717b,ACCaf3e866f90,False
ACC03df66717b,ACC5e0cd3e322,False
ACC567ceec9a4,ACC71938c2f1a,False
ACC567ceec9a4,ACCb5c7ba726b,False
ACC567ceec9a4,ACC54d18ec3cb,False
ACC1c1915bbbd,ACCb7c0c8d06f,False
ACCb61aa99e28,ACC88bbb04518,False
ACCb61aa99e28,ACCcc1c98c857,False
ACCb61aa99e28,ACCe9af6251f7,False
ACC3d28015b62,ACC0f9f8d6a96,False
ACC3d28015b62,ACC808ef5b2d6,False
ACC3d28015b62,ACC2ac6bf7958,False
ACC84083f79b8,ACC09082a76ea,False
ACC84083f79b8,ACCa043bae160,False
ACC84083f79b8,ACC8fc65313fc,False
ACC2c36390034,ACC6146e0c6ea,False
ACC102b9a17f8,ACC9519f26569,False
ACCf5794876ed,ACC3a3484f28e,False
ACCa6bc4480b1,ACC8a5689e20b,False
ACCa6bc4480b1,ACC910a49d195,False
ACC9dd0e2c477,ACC1b5b379725,False
ACC49220777b1,ACCc1883e5801,False
ACC1b423326a2,ACC12d3b39797,False
ACC1cf7c24975,ACC52c7a740b0,False
ACC1cf7c24975,ACCbb35564c97,False
ACC1cf7c24975,ACCaef81787b8,False
ACC5a14d40892,ACC0123a887fa,False
ACC5a14d40892,ACCfa1a91cd28,False
ACC5a14d40892,ACC84565aa6ae,False
ACCd91883bdf4,ACCd65f8a38ae,False
ACC9b4aa9cd8a,ACC22ada5e38c,False
ACC6d9a9324c9,ACC9b1b940eee,False
ACCc75b2469af,ACCad22639c0c,False
ACCc75b2469af,ACCef85f50a08,False
ACCc75b2469af,ACC7c6d2a6b70,False
ACCd41267ba1f,ACC47d371489a,False
ACCa4081d99f0,ACC5c6c131215,False
ACCb875ae78a2,ACC5542c316b5,False
ACCb875ae78a2,ACC11f72f5e49,False
ACCb875ae78a2,ACCfc30fbc646,False
ACCb875ae78a2,ACCa881e70d2d,False
ACC16e6df16f0,ACC6467d0f821,False
ACC16e6df16f0,ACC34611cf35e,False
ACCd10de2f224,ACCba227734b2,False
ACCd10de2f224,ACCc1c5405849,False
ACC66e456beeb,ACC3736288afd,False
ACC66e456beeb,ACC21229320e4,False
ACC9a4d720e7e,ACC809d314b0e,False
ACC6ae3b9c644,ACCac195060f8,False
ACC6ae3b9c644,ACC7eeebd852d,False
ACC6ae3b9c644,ACCf9092c303c,False
ACC314e0bbf57,ACC2285e5ec79,False
ACC314e0bbf57,ACC6606488c68,False
ACC314e0bbf57,ACC978a9a9121,False
ACC135376de0c,ACCc4a5d7cc7f,False
ACC135376de0c,ACCa5b31464bd,False
ACC135376de0c,ACCa736a75897,False
ACCbff60eb06b,ACC75a9fe8187,False
ACCbff60eb06b,ACC5d16cecd01,False
ACCbff60eb06b,ACCd98f31cab6,False
ACCbff60eb06b,ACC73a9adc14e,False
ACCa1b2954e7c,ACC820cf5973a,False
ACCa1b2954e7c,ACC08bcb54249,False
ACCa1b2954e7c,ACCe9394e75be,False
ACC475738e73e,ACC20531575cf,False
ACC475738e73e,ACCf85255e471,False
ACC475738e73e,ACC2b53443820,False
ACC69eeb493b0,ACC9effe308f9,False
ACC69eeb493b0,ACCa410b3255f,False
ACC69c67890c8,ACC3938eeea99,False
ACCaeb8e8d0b6,ACC9acbc12571,False
ACC9c78decc00,ACC4a36e8cb91,False
ACC9c78decc00,ACCa8a9bb8e35,False
ACC9c78decc00,ACC70f18f9f0a,False
ACC334acc3fb2,ACC87d166b182,False
ACC334acc3fb2,ACCb2daf75003,False
ACC334acc3fb2,ACC127d36939c,False
ACCe73b471b30,ACC0697fb4517,False
ACCe73b471b30,ACC3b2c9e9071,False
ACCe73b471b30,ACC206b1bfaca,False
ACCe73b471b30,ACCf3399e8a18,False
ACC823eb2ee5d,ACCec402d755e,False
ACC823eb2ee5d,ACC43eb5c78ce,False
ACC823eb2ee5d,ACCc4db9a2ddb,False
ACC31ff3bab81,ACC3a9a2797c0,False
ACC31ff3bab81,ACCb15145f594,False
ACC31ff3bab81,ACC41aecc50da,False
ACC4fba3838c7,ACC709c8230f1,False
ACC4fba3838c7,ACC1d7c352b2a,False
ACCefa684fb34,ACC692634b70d,False
ACCefa684fb34,ACC83edb580eb,False
ACCefa684fb34,ACC8aa65d0499,False
ACC40a4adc61a,ACC15ea33e5d9,False
ACC9c355d907a,ACCf36978f260,False
ACC9c355d907a,ACCd6d22307e6,False
ACCac195060f8,ACCcf4ce32c55,False
ACCac195060f8,ACC7119ac3725,False
ACCac195060f8,ACC6ca924a979,False
ACCac195060f8,ACCcf127c50b6,False
ACC8e7312515a,ACCf372ae0e29,False
ACC8e7312515a,ACCa5420e0c50,False
ACC8e7312515a,ACC14f47d6892,False
ACC61a3445cb7,ACCdf3507dc63,False
ACC61a3445cb7,ACC1a2ac0101a,False
ACC61a3445cb7,ACCe3445b2bf8,False
ACCda8c23f2db,ACC5ea7612fa3,False
ACCd34787697b,ACCad15c303f1,False
ACCd34787697b,ACC5a59f67374,False
ACCd34787697b,ACC5e7acba848,False
ACCd34787697b,ACC72078ff6fb,False
ACCb233f84907,ACC7dc1314a9d,False
ACCb233f84907,ACCc92ab5a751,False
ACC87a7190568,ACC023d17a735,False
ACC87a7190568,ACCbf30de3102,False
ACC87a7190568,ACCcc1122d87e,False
ACC87a7190568,ACC3c260663a1,False
ACC8e93ea86f7,ACC291960e85e,False
ACC8e93ea86f7,ACC94d27481e3,False
ACC8e93ea86f7,ACC5e16eda59f,False
ACC471ac7e36e,ACC78f544d806,False
ACC471ac7e36e,ACC3d5d60a981,False
ACC471ac7e36e,ACCd4c17ba5bb,False
ACC471ac7e36e,ACC644875b3e0,False
ACC00e52de016,ACC943bf902c4,False
ACC00e52de016,ACCa3bfbf3e78,False
ACC00e52de016,ACCb23c9ea600,False
ACCcd18b2fd8a,ACC675f7ea738,False
ACC42f9fb96a9,ACC401c26ec44,False
ACCa4c192a9be,ACC1f8c5509b2,False
ACCa4c192a9be,ACCaae6f517c8,False
ACCb0552fc1cc,ACC711e9173f0,False
ACCb0552fc1cc,ACC9dbae0460f,False
ACCb0552fc1cc,ACC9d8a47cbcc,False
ACCb0552fc1cc,ACC180ee61df7,False
ACCcb27ba85b5,ACCb0552fc1cc,False
ACCfb8560e51c,ACC3173fd54f5,False
ACC6b7994864f,ACC9b09017bd4,False
ACC6b7994864f,ACC06f8620929,False
ACCf6efab0993,ACC3b4c254d4d,False
ACCf6efab0993,ACC6c4cf16bc7,False
ACCf6efab0993,ACC6ffae150a0,False
ACC3a2c44e173,ACCc743d3d2f7,False
ACC3a2c44e173,ACCb04390194b,False
ACCecd19f1a34,ACC9dad9cc3c8,False
ACCce51f38259,ACC1377655fe5,False
ACCce51f38259,ACCf219cc5108,False
ACCaf0a4b0c4e,ACC5994e42ad1,False
ACCaf0a4b0c4e,ACCd94df8ce28,False
ACCaf0a4b0c4e,ACC0afc8922af,False
ACCaf0a4b0c4e,ACCf3729067da,False
ACC2028abb4d4,ACCce49da584f,False
ACC2028abb4d4,ACC42f166091b,False
ACC2028abb4d4,ACC28f053281b,False
ACC2028abb4d4,ACC4fbd1be722,False
ACC654c4bed04,ACC4c77bb9823,False
ACC654c4bed04,ACC88e7f2ed2c,False
ACC01af376d2e,ACC1cf7c24975,False
ACC01af376d2e,ACCe43b96ca94,False
ACC1f8c5509b2,ACCc107f999b1,False
ACC1f8c5509b2,ACC4a408a616c,False
ACC37f5303deb,ACC88407dd35d,False
ACC37f5303deb,ACC230e04e1ed,False
ACC37f5303deb,ACC9b9d6da571,False
ACC5e142de5e5,ACC398da279a8,False
ACC5e142de5e5,ACC3c2130fd92,False
ACC5e142de5e5,ACCa6bc4480b1,False
ACC5aecffc270,ACC0cb74e1e5e,False
ACC2fa929678a,ACC9a207c8ab4,False
ACC2fa929678a,ACCa11a4baed5,False
ACCe88ae8eb3a,ACC91a0119486,False
ACCe88ae8eb3a,ACCf330734cde,False
ACCb293a6d5bd,ACC5b04e98550,False
ACC6dff9a3ef0,ACC4a13578cbb,False
ACC6dff9a3ef0,ACC0d41a3ad02,False
ACC6dff9a3ef0,ACC5c80f1605f,False
ACC6dff9a3ef0,ACC33d2dbae62,False
ACC4084259080,ACC9f15abebd6,False
ACC63ea08822e,ACC0bce816aad,False
ACC73ed43578a,ACC0c3b3c615a,False
ACC73ed43578a,ACC3657bc3290,False
ACC5665cc34ff,ACC55c6c74eaf,False
ACC5665cc34ff,ACC4257a91658,False
ACC5665cc34ff,ACC295b4cc9d9,False
ACCf504dbe5d5,ACC90902328b4,False
ACCf504dbe5d5,ACC27e15e6d27,False
ACCf504dbe5d5,ACC67e18711be,False
ACCf504dbe5d5,ACC1eff04ea9f,False
ACC87a8de02ce,ACCf784c2defb,False
ACC87a8de02ce,ACCb6c4248f2b,False
ACCccbd48e3e4,ACC49c6b5d98e,False
ACCccbd48e3e4,ACCabac06e4dd,False
ACCccbd48e3e4,ACC9bfaabdda0,False
ACCccbd48e3e4,ACC47dda29312,False
ACC568695eb6b,ACC4ec1d9bb14,False
ACC568695eb6b,ACC7736f4aec8,False
ACC24068b77ee,ACCb929d5acb7,False
ACC24068b77ee,ACC9f6388287f,False
ACC24068b77ee,ACCe1f57ff27f,False
ACC24068b77ee,ACCd7b591145f,False
ACC8b88ad782e,ACC43483c48a0,False
ACC8b88ad782e,ACC63152c88d4,False
ACC8b88ad782e,ACCb8ba76f280,False
ACC8b88ad782e,ACC092f2ec5da,False
ACC64343390c0,ACC6fb77d50b6,False
ACC64343390c0,ACC9454f6ab80,False
ACC64343390c0,ACCa2ddbe4dff,False
ACC64343390c0,ACCb733d1746f,False
ACC35b8f8b9bd,ACC80c1bda692,False
ACC35b8f8b9bd,ACC35f4feb195,False
ACC35b8f8b9bd,ACC8348c1f6f0,False
ACCe5347635d1,ACC5ea2d52883,False
ACCe5347635d1,ACCbf84335fe9,False
ACCe5347635d1,ACC20a2b9ccbc,False
ACCe5347635d1,ACC28cc3c9760,False
ACC824567042a,ACC7eb1a3e611,False
ACC824567042a,ACCadb9f96409,False
ACC824567042a,ACCb7c693d58a,False
ACC824567042a,ACC3f2968ed35,False
ACC06a29313f9,ACCa7171a70f2,False
ACC6006d08581,ACC38ffba6d7a,False
ACC6006d08581,ACCedce1157a3,False
ACC3c9f0cde6e,ACCd6b87b826b,False
ACCd94df8ce28,ACC6213752e0d,False
ACCd94df8ce28,ACC25b9c7adef,False
ACCd94df8ce28,ACC086a0a4854,False
ACC62029019a7,ACCea9f87b92f,False
ACC62029019a7,ACCa5434e4e31,False
ACC9360b48f88,ACCd14fa84f6f,False
ACCaa51859a84,ACC64380fced1,False
ACCaa51859a84,ACCdbe0a98fe6,False
ACCaa51859a84,ACC8b88ad782e,False
ACCaa51859a84,ACC99963fd23d,False
ACC483f405407,ACC0c147d1a43,False
ACC483f405407,ACCaeafadd3fd,False
ACC483f405407,ACCde91514de1,False
ACC6f3d6adf02,ACC8f546de617,False
ACC7fcf262271,ACC1138aa5a28,False
ACC7fcf262271,ACCc1d5bd8345,False
ACC7fcf262271,ACC577fba421f,False
ACC5732beeeaa,ACC6b604d824a,False
ACC5732beeeaa,ACC589c329ad3,False
ACC5732beeeaa,ACCea8591ba22,False
ACCe24a3771d4,ACC3b1f58af94,False
ACC349dccac1f,ACCccbf9637d3,False
ACC349dccac1f,ACC7bcc2dcab3,False
ACC349dccac1f,ACCaf0a927eac,False
ACC349dccac1f,ACC18825203c2,False
ACCa4148d5acc,ACCf542627a11,False
ACCa4148d5acc,ACC5a1d6fb627,False
ACCa4148d5acc,ACCe41972caa2,False
ACCa4148d5acc,ACC2656186070,False
ACC78c0f1b9ce,ACC070f59324d,False
ACC78c0f1b9ce,ACC157d3ff2af,False
ACC78c0f1b9ce,ACCfd993c5beb,False
ACC78c0f1b9ce,ACC86b4588148,False
ACC2285e5ec79,ACCb1a371a834,False
ACC61b6895480,ACC1efccdce16,False
ACC41880413c7,ACC02342a1828,False
ACC41880413c7,ACC515480e084,False
ACC4ec08cf19c,ACCce4009904c,False
ACC4ec08cf19c,ACCa5cbb45350,False
ACC4ec08cf19c,ACC50d480a927,False
ACC4ec08cf19c,ACC891c54aa78,False
ACC2cb8d4a9de,ACC56de1c9f77,False
ACC3f19727bf1,ACCeb393606e0,False
ACC3f19727bf1,ACC7553e3864a,False
ACC3f19727bf1,ACC4bb2c1a423,False
ACC94ca8baf59,ACC32f4429759,False
ACC781a37a03d,ACC0f47b9d068,False
ACC781a37a03d,ACC079ae301ab,False
ACCb0eb424f2e,ACC419e1f7f6d,False
ACC50d480a927,ACC3a18a0e208,False
ACC50d480a927,ACC9c5e0450f2,False
ACC50d480a927,ACCfe1c820dcc,False
ACC50d480a927,ACC9c78decc00,False
ACCe1a748754e,ACC2584aed510,False
ACCe1a748754e,ACC4aca521279,False
ACC7b303835bd,ACC0cc3d8dc78,False
ACC86629f9232,ACCea90dafe56,False
ACCccac06378e,ACC76ace51d55,False
ACCccac06378e,ACCf26abc2919,False
ACCccac06378e,ACC819d954c84,False
ACCccac06378e,ACC641cd37bc8,False
ACCafde661d89,ACCebf4663c9f,False
ACCafde661d89,ACCd02a94788a,False
ACCafde661d89,ACC525c644ce0,False
ACCafde661d89,ACC06c5b8c785,False
ACC76ead50a78,ACC1e999592bc,False
ACC76ead50a78,ACC7107b66990,False
ACC76ead50a78,ACCf34e7728f8,False
ACC1d30100a9c,ACCc2beb94dc7,False
ACC1d30100a9c,ACCa3f2af38ff,False
ACC7d9453b0d4,ACC2a26ebde36,False
ACC7d9453b0d4,ACCe174f63892,False
ACC7d9453b0d4,ACCde82a4d3a5,False
ACC08fd148425,ACC6601813793,False
ACC0fe80a69c8,ACC341a61df78,False
ACC0fe80a69c8,ACCc13385f297,False
ACC230e04e1ed,ACCa614da7ec2,False
ACC230e04e1ed,ACC5869be070b,False
ACC230e04e1ed,ACC67d548d385,False
ACC8b250e4dfd,ACC281a501199,False
ACC8b250e4dfd,ACC4ab18b4d33,False
ACC8b250e4dfd,ACCb217d09245,False
ACC8b250e4dfd,ACC64f391996f,False
ACC24d24c3dd9,ACC4d634f4af8,False
ACC24d24c3dd9,ACC893fb7fa03,False
ACC24d24c3dd9,ACC31cb98abd4,False
ACC24d24c3dd9,ACCf50407a5c5,False
ACCf4fa4ad61a,ACCe7c7f75caf,False
ACCf4fa4ad61a,ACC7e24f27e68,False
ACC2f5f311486,ACC9360b48f88,False
ACCf35e5812d2,ACCda885711cb,False
ACCf35e5812d2,ACC8dd1414c82,False
ACCf35e5812d2,ACC5beb663a02,False
ACCf35e5812d2,ACCd833d065ca,False
ACC36821aac50,ACC2239896a1c,False
ACC36821aac50,ACCd34b15c927,False
ACC36821aac50,ACCc02c2de741,False
ACC36821aac50,ACCa332891914,False
ACC58f5a5523a,ACC9882eff8f1,False
ACC58f5a5523a,ACCb1e5684fa7,False
ACCf372ae0e29,ACC5eebbea242,False
ACC5869be070b,ACC269a306aa1,False
ACC5869be070b,ACCf98ed0123f,False
ACC7c94c4bd57,ACCcd9b6b865a,False
ACC7c94c4bd57,ACC7a744a3676,False
ACC1ca20b3153,ACC1bfc38c6a3,False
ACC250b4e6485,ACC940ae5feae,False
ACC397e764dbb,ACC225b0edf9f,False
ACC397e764dbb,ACC364b662adf,False
ACC4010161a94,ACC54fefc38f7,False
ACC4010161a94,ACCe681378810,False
ACCce7923650c,ACC644e1b2df8,False
ACC78531fc634,ACC9e2898a529,False
ACC0a64a9e599,ACC5d97ec2f23,False
ACC0a64a9e599,ACCd1adada6cb,False
ACC301e962988,ACC5b56f040d3,False
ACC301e962988,ACC713f11525b,False
ACC1cdf311ca7,ACC6af4d90ba2,False
ACC1cdf311ca7,ACCb150ba539a,False
ACC1cdf311ca7,ACC8b55ea7d39,False
ACC1cdf311ca7,ACC4e35acf670,False
ACCb421c9d4cc,ACCecec3cf648,False
ACC0604863a7e,ACCcef88723d1,False
ACC0604863a7e,ACC6897a70bbb,False
ACC0604863a7e,ACC1956ae7a08,False
ACC0604863a7e,ACC2abd82ac7f,False
ACC145ca49bc1,ACC76955c52db,False
ACC145ca49bc1,ACC180d519466,False
ACC145ca49bc1,ACC865cf902c3,False
ACC145ca49bc1,ACC3b53434c5b,False
ACC5ab69a745e,ACC4b122e019a,False
ACC66afde91c4,ACC3d2bcaeefd,False
ACCb23c9ea600,ACC13a91aeea4,False
ACCb23c9ea600,ACC3ac55cebc6,False
ACCb5e221132e,ACC77dda92d38,False
ACCb5e221132e,ACCc23e0f4ea4,False
ACCf37e1b8366,ACC18e681003a,False
ACCf37e1b8366,ACCdb959cb592,False
ACCf37e1b8366,ACC62432c9921,False
ACC38027cd059,ACCc23d390877,False
ACCd488c077ef,ACC074c985385,False
ACCc9c719e210,ACC9d2f7f8b6e,False
ACCc9c719e210,ACC3aece9a328,False
ACCc9c719e210,ACC53ad26f046,False
ACC094d08fce2,ACC4f7f02c823,False
ACC094d08fce2,ACCa6c0c8282c,False
ACC9a336e39cd,ACC82d6d3ccb5,False
ACC9a336e39cd,ACCe32d03b1ed,False
ACC9a336e39cd,ACC1c6596bb53,False
ACCf2583fa17b,ACC6c3068fae9,False
ACCf2583fa17b,ACC91d30e1be3,False
ACCf2583fa17b,ACC96f31a6fb7,False
ACC5bb46e1d41,ACC7636cf459c,False
ACC5bb46e1d41,ACC6221d2a27c,False
ACC5bb46e1d41,ACCc4b0913f5a,False
ACC0c9a589b0d,ACC8b025e1da1,False
ACC56c2ae90e7,ACC2c4d738298,False
ACC56c2ae90e7,ACCadaf0dd6b4,False
ACC58da68d8a0,ACC7c5d0c9fcf,False
ACC58da68d8a0,ACCceb4084daa,False
ACC60be8d1514,ACC669c747079,False
ACC60be8d1514,ACC59b6abdaa8,False
ACC08bcb54249,ACC871f1f1d10,False
ACC08bcb54249,ACCcdbb6052fb,False
ACC08bcb54249,ACC77b45206ff,False
ACC08bcb54249,ACC3fb9b902a5,False
ACC03a8ccc84f,ACC6031b8d4b2,False
ACC3f82ebb5a6,ACC42869f8825,False
ACC3f82ebb5a6,ACCcd9b39529c,False
ACC3f82ebb5a6,ACC5cca0c6773,False
ACC3f82ebb5a6,ACC308ee4b9f6,False
ACC0dbf41e04f,ACC00e6765318,False
ACCa755030792,ACC122fa51aea,False
ACCa755030792,ACC181fa02384,False
ACCa755030792,ACC536f2f404d,False
ACC181fa02384,ACCbdfe82c56b,False
ACC181fa02384,ACC9bed7bc7b1,False
ACC181fa02384,ACCaa7302b589,False
ACC181fa02384,ACC2b77c36d08,False
ACC0690fc408f,ACC3e401dda6a,False
ACC174d839aa5,ACC15d7d7b6b0,False
ACC174d839aa5,ACC92300334d4,False
ACC174d839aa5,ACC93a33487e3,False
ACC5afb50e5f9,ACCdf0c3e1dca,False
ACC5afb50e5f9,ACC5604fb5e47,False
ACC5afb50e5f9,ACCb2aef807df,False
ACC5afb50e5f9,ACC8254fa3470,False
ACCeae95eba67,ACCed1bca9262,False
ACCeae95eba67,ACCee3d624308,False
ACC9f9c52f6e4,ACCe8a7732df0,False
ACC9f9c52f6e4,ACC71202e1110,False
ACC7d483e0f55,ACC22e4783343,False
ACC7d483e0f55,ACC9d5d5380e0,False
ACC20c2cc850d,ACCdb95279cc9,False
ACC20c2cc850d,ACC831aa5aa0b,False
ACC20c2cc850d,ACC6ac3370f8f,False
ACCd53868b57f,ACCd6d7550400,False
ACCd53868b57f,ACCb699c7d5f2,False
ACCd53868b57f,ACC3eadb811af,False
ACCd53868b57f,ACC8326728496,False
ACC6e32a54607,ACCb07e997b10,False
ACC01f9fa4128,ACCbf331a1124,False
ACC01f9fa4128,ACCf5800040b4,False
ACC01f9fa4128,ACC4336843b17,False
ACC01f9fa4128,ACC2067f7d8ae,False
ACC5082f3e346,ACC706bc03aec,False
ACC5082f3e346,ACCe9c8966c80,False
ACC5082f3e346,ACCe4fcfe74fc,False
ACC452153e82c,ACC6b18bd6cc3,False
ACC452153e82c,ACC12f2a8a66a,False
ACC452153e82c,ACC40d7015fb5,False
ACC1114c565a4,ACC6e34916616,False
ACC1114c565a4,ACC12bd0aceae,False
ACC7b0dbf773a,ACC60b146b4cf,False
ACC7b0dbf773a,ACCa8dd90c633,False
ACC7b0dbf773a,ACC0c37096e00,False
ACC7b0dbf773a,ACC8aea59098e,False
ACC2cd094c694,ACCf6589eb42f,False
ACC2cd094c694,ACC0c2c9a0413,False
ACCd6c602136e,ACC8dd2e62ad1,False
ACCd6c602136e,ACC95ddb01889,False
ACCd6c602136e,ACC2290b107db,False
ACCd6c602136e,ACCc55458ff41,False
ACCabbd40adc0,ACCa5b82cd38d,False
ACCabbd40adc0,ACC13b560b488,False
ACCabbd40adc0,ACCf2dbae9f14,False
ACCabbd40adc0,ACC5484f805ac,False
ACC735dded81d,ACC8a19a4dc25,False
ACC735dded81d,ACCff36d54a34,False
ACC8b91c8e9db,ACC3296281016,False
ACC8b91c8e9db,ACC9f9c52f6e4,False
ACC8b91c8e9db,ACCe65dd5f895,False
ACC8b91c8e9db,ACCb5d0b73a2a,False
ACCef85f50a08,ACC9fcaa7e4c9,False
ACCef85f50a08,ACC85576ca8e5,False
ACCef85f50a08,ACC956d1084ac,False
ACC7b84b0ab90,ACC527b646d6d,False
ACC7b84b0ab90,ACCb627a4e232,False
ACCd3678904aa,ACC805c1071d3,False
ACCd3678904aa,ACCf8cdbb1261,False
ACC29ca1ccb45,ACCd7df3fe718,False
ACC29ca1ccb45,ACC57c14944b4,False
ACC29ca1ccb45,ACCf421dd1f48,False
ACC5efb6a5a5d,ACC7228798d9e,False
ACC01a5e420e5,ACCc3a9ef2934,False
ACC0bda619d4b,ACCdcf48587ce,False
ACC0bda619d4b,ACC5a8b7a885b,False
ACC10fdefa5cf,ACC0f0f8cde93,False
ACC10fdefa5cf,ACCceec158035,False
ACC10fdefa5cf,ACCd7e10bac38,False
ACC10fdefa5cf,ACC8a9f8a0693,False
ACCf0dfc57672,ACC3b6186f861,False
ACCb2daf75003,ACC93961b8a56,False
ACCb2daf75003,ACC9c431f83e8,False
ACCb2daf75003,ACCbe590148c4,False
ACCbf1e493744,ACC48d6f63aa6,False
ACCbf1e493744,ACC2ed3e673d5,False
