account_id,ring_id,is_ring_member,coincidental_group_id,referral_ring_id,is_referral_ring_member
ACCf6da1d8b17,,False,,,False
ACC4e8a7759ae,,False,,,False
ACCbeadbc12c2,,False,,,False
ACC585cf86a25,,False,,,False
ACCd613448d3c,,False,,,False
ACCcff853e4ca,,False,,,False
ACCe3b1ba6876,,False,,,False
ACCb4b94ba2c2,,False,,,False
ACCd1e8039978,,False,,,False
ACC53622a5879,,False,,,False
ACC139c4840c1,,False,,,False
ACC8f0251dea3,,False,,,False
ACC3bace0fbe0,,False,,,False
ACC32a5fa89ec,,False,,,False
ACCe82ac3b8c9,,False,,,False
ACC41a7a41b71,,False,,,False
ACC6e32a54607,,False,,,False
ACCa30309d689,,False,,,False
ACC378a59ef28,,False,,,False
ACCbe22d008ff,,False,,,False
ACC58da68d8a0,,False,,,False
ACCe684911def,,False,,,False
ACC13a91aeea4,,False,,,False
ACC21a4dc9038,,False,,,False
ACC89287fbefa,,False,,,False
ACC094376b465,,False,,,False
ACC5873f924ad,,False,,,False
ACC56de2f3074,,False,,,False
ACC5e62587efb,,False,,,False
ACC8aa65d0499,,False,,,False
ACC456dc43e6a,,False,,,False
ACC40127efe1a,,False,,,False
ACC72a582b526,,False,,,False
ACC8d356c1a7d,,False,,,False
ACCa081249c8b,,False,,,False
ACC0123a887fa,,False,COINC0015,,False
ACC71968bcc04,,False,,,False
ACC37498294fd,,False,,,False
ACCb7b69684e7,,False,,,False
ACC21d99cddb4,,False,,,False
ACCe7a8c9d64e,,False,,,False
ACCa8b8f2d5bb,,False,,,False
ACC27e15e6d27,,False,,,False
ACCd4194ab19b,,False,,,False
ACCdbbafcd2d2,,False,,,False
ACC3d3001c8ef,,False,,,False
ACCcc1122d87e,,False,,,False
ACC601fafbdf4,,False,,,False
ACC7b2bda36ae,,False,,,False
ACCda7f6462cd,,False,,,False
ACC68b1e3d36f,,False,,,False
ACCd302d34079,,False,,,False
ACC81818148d0,,False,,,False
ACCc2d4906060,,False,,,False
ACC87e33b3a63,,False,,,False
ACC21198bc893,,False,,,False
ACC2f3d239234,,False,,,False
ACCca2384b03e,,False,,,False
ACC09082a76ea,,False,,,False
ACC43483c48a0,,False,,,False
ACC1333ef5b25,,False,,,False
ACC95dca7cd3d,,False,,,False
ACCdf2edcfb3d,,False,,,False
ACC90148c554e,,False,,,False
ACC1de923d53c,,False,,,False
ACCec6fd96c84,,False,,,False
ACC2fbe6ecb46,,False,,,False
ACC3cbeaffe52,,False,,,False
ACC7ca78d7abb,,False,,,False
ACC231ab77a09,,False,,,False
ACCeb95c9dc37,,False,,,False
ACCc816c12888,,False,,,False
ACCa011777e0b,,False,,,False
ACC2307ed16da,,False,,,False
ACCc9fe7a4931,,False,,,False
ACC910d11f1ef,,False,,,False
ACC81148fcd9e,,False,,,False
ACC59600a9c4f,,False,,,False
ACC14f1edd4ca,,False,,,False
ACC63aaa223d8,,False,,,False
ACCdbc96982eb,,False,,,False
ACCf5a10bf7ce,,False,,,False
ACC092f2ec5da,,False,,,False
ACCf732d72285,,False,,,False
ACCb3ac8683d5,,False,,,False
ACCee50a40f13,,False,,,False
ACC904f7cbd78,,False,,,False
ACC33d4bfd067,,False,,,False
ACC2e1cd3c03b,,False,,,False
ACCaf2b702342,,False,,,False
ACC776993caaf,,False,,,False
ACC4cb954923d,,False,,,False
ACCf0b1b5a70f,,False,,,False
ACC76a71ee0ab,,False,COINC0007,,False
ACC127d36939c,,False,,,False
ACC9c182d6172,,False,,,False
ACC3ae3ec7c1a,,False,COINC0042,,False
ACC70f716e3cf,,False,,,False
ACC1aa2b33b9b,,False,,,False
ACC54b65c2c00,,False,,,False
ACC808ef5b2d6,,False,,,False
ACC9c5e0450f2,,False,,,False
ACC23339fc11f,,False,,,False
ACCca1c5c74b2,,False,,,False
ACCd3d1a22f21,,False,,,False
ACC1d7d69f4b1,,False,,,False
ACC38f1f3ac33,,False,,,False
ACC59aa0742d0,,False,,,False
ACC0e7500056a,,False,,,False
ACC2559d2ec2d,,False,,,False
ACC53c4dbd4dd,,False,,,False
ACC699ea6f599,,False,,,False
ACCeccc37d868,,False,,,False
ACC3d2972d536,,False,,,False
ACC28377d86c6,,False,,,False
ACC45f1bdc8e2,,False,,,False
ACCbbd4925cda,,False,,,False
ACC90790135cf,,False,,,False
ACCc2beb94dc7,,False,,,False
ACCcecf39b235,,False,,,False
ACCeb98cbb968,,False,,,False
ACCd62002ebcb,,False,,,False
ACC652a48576c,,False,,,False
ACCc8f25ad9c2,,False,,,False
ACC4b80f71bd6,,False,,,False
ACC135376de0c,,False,,,False
ACCd94d830eb9,,False,,,False
ACC5cc7fc7b37,,False,,,False
ACC8dc79bf5d6,,False,,,False
ACC1f4a4d08d7,,False,,,False
ACC266652d84f,,False,,,False
ACC32f4429759,,False,,,False
ACCd79a492b42,,False,,,False
ACC243cdb1922,,False,,,False
ACC066ebd0fd6,,False,,,False
ACC53d97c0548,,False,,,False
ACCb9f27b91c4,,False,,,False
ACCc62eae7f92,,False,,,False
ACC7868e66aaa,,False,,,False
ACCeabe61c628,,False,,,False
ACC4036bde81d,,False,,,False
ACC64380fced1,,False,,,False
ACCe9fcef0f58,,False,,,False
ACCcd4d49c70b,,False,,,False
ACC218a962fb3,,False,,,False
ACC8885c3a1a0,,False,,,False
ACCa4081d99f0,,False,,,False
ACC03c1805307,,False,,,False
ACC57cffbdc14,,False,,,False
ACCa2cfb22773,,False,,,False
ACC6f461949a3,,False,,,False
ACCaa0af460bf,,False,,,False
ACC41244189e0,,False,,,False
ACC9ae9a82f0b,,False,,,False
ACC3fe11cec18,,False,,,False
ACC34868dfa62,,False,,,False
ACCe15aac7e5a,,False,,,False
ACC27168bb2d5,,False,,,False
ACCd3770f9b26,,False,,,False
ACCbaea5ca77d,,False,,,False
ACC11376af0c1,,False,,,False
ACCc2b4d64248,,False,,,False
ACC27aefb834f,,False,,,False
ACCa6b56e312e,,False,,,False
ACC9ac04e2e28,,False,,,False
ACC128d427bc9,,False,,,False
ACCb65a65c42f,,False,,,False
ACC7d8599040c,,False,,,False
ACC7eafa38ca1,,False,,,False
ACCdd2cc8a324,,False,,,False
ACCdcf13208f5,,False,,,False
ACCac1098da70,,False,,,False
ACC7c3e1224f3,,False,,,False
ACC37b209b5b6,,False,,,False
ACCe4b0d29c19,,False,,,False
ACC3b6186f861,,False,,,False
ACCf08df0ee2b,,False,,,False
ACCedff6b373b,,False,,,False
ACCea28a1a601,,False,,,False
ACCc1fa61dd9c,,False,,,False
ACC7d89b76ff5,,False,,,False
ACCaac901e50a,,False,,,False
ACCaeafadd3fd,,False,,,False
ACCd94c5aa3e1,,False,,,False
ACC17341ddad5,,False,,,False
ACC147c7791b4,,False,,,False
ACC88803fae25,,False,,,False
ACCaabfb978ba,,False,,,False
ACC26b0f1c614,,False,,,False
ACCa8bd849e97,,False,,,False
ACC7d59c0bd3a,,False,,,False
ACC824b8b9217,,False,COINC0000,,False
ACC61ec036929,,False,,,False
ACCdaecf9eedd,,False,,,False
ACC95ef4c056d,,False,,,False
ACC6c6b311f35,,False,,,False
ACC58f5a5523a,,False,,,False
ACC829bb55958,,False,,,False
ACC79599c8baf,,False,,,False
ACC18f9169e42,,False,,,False
ACC2c8f2542b0,,False,,,False
ACC79a7ec9305,,False,,,False
ACCea89658744,,False,,,False
ACC28cc3c9760,,False,,,False
ACCfbdaa8da7d,,False,,,False
ACCf3d5571001,,False,,,False
ACC9fa1b79bcb,,False,,,False
ACCf36a37c97d,,False,,,False
ACC2a5418cbac,,False,,,False
ACCf3729067da,,False,,,False
ACC9e0b7c82d9,,False,,,False
ACCd7d60635fd,,False,,,False
ACC945fac994a,,False,,,False
ACC6f43e65258,,False,,,False
ACC787e83c1cc,,False,,,False
ACC7e5bec395f,,False,,,False
ACC651e3149fc,,False,,,False
ACCbfd2420690,,False,,,False
ACC672b06fc49,,False,,,False
ACC42aa454195,,False,,,False
ACCc61032d888,,False,,,False
ACC34e10a792b,,False,,,False
ACC479f6f6687,,False,,,False
ACCdde02aacec,,False,,,False
ACC52c7a740b0,,False,,,False
ACCfe77c7fc37,,False,,,False
ACCfdcb28b2ec,,False,,,False
ACC592f0acc1c,,False,,,False
ACC341a963e91,,False,,,False
ACC27792512b4,,False,,,False
ACC7fd21ea832,,False,,,False
ACCc2f09db36e,,False,,,False
ACC088faa3ebf,,False,,,False
ACC0b56579d13,,False,,,False
ACC85d8bf896a,,False,,,False
ACC76ead50a78,,False,,,False
ACCf4e5476c19,,False,,,False
ACC0f207fa679,,False,,,False
ACC5b8728262b,,False,,,False
ACC47dda29312,,False,,,False
ACCb900a9e599,,False,,,False
ACC83d5640545,,False,,,False
ACCdd8e7cdb21,,False,,,False
ACC8024f4496c,,False,,,False
ACCb69e5f49b8,,False,,,False
ACC563add7ac0,,False,,,False
ACC57b0a62a45,,False,,,False
ACC5ab69a745e,,False,,,False
ACC7e1cae561e,,False,,,False
ACC5fbb1f36d6,,False,,,False
ACC7094edf69d,,False,,,False
ACCfe82c68e87,,False,,,False
ACC6cefff7140,,False,,,False
ACC9b9e1c954b,,False,,,False
ACCd8a7acbda9,,False,,,False
ACC8a5b3faf8d,,False,,,False
ACC0ac6bccf30,,False,,,False
ACC3c9f0cde6e,,False,,,False
ACC8e4318baca,,False,,,False
ACCeb8ac67f77,,False,,,False
ACC91a0119486,,False,,,False
ACCc8f4d59653,,False,,,False
ACC0c45935d6b,,False,,,False
ACC2932c45f0d,,False,,,False
ACC21cdc01ccf,,False,,,False
ACC53c87c9ec3,,False,COINC0039,,False
ACCb899e71f0c,,False,,,False
ACC26f89cca57,,False,,,False
ACCf4f3a1c1e5,,False,,,False
ACC0e07afbee8,,False,,,False
ACC6e8f13a4f8,,False,,,False
ACC423f721f91,,False,,,False
ACCd98688a8c0,,False,,,False
ACC38e929394b,,False,,,False
ACC270c1d56f4,,False,,,False
ACC9ff1b3e7e7,,False,,,False
ACC99963fd23d,,False,,,False
ACC8b4ba581d8,,False,,,False
ACCd8ba7c4c77,,False,,,False
ACC21ffa3ce7f,,False,,,False
ACCbabbf670ea,,False,,,False
ACC6a34fac908,,False,,,False
ACC2f8771505a,,False,,,False
ACCd7b591145f,,False,,,False
ACC7607112b16,,False,,,False
ACC335b547d0d,,False,,,False
ACCbc4f52b9e5,,False,,,False
ACC6abe407359,,False,,,False
ACC0a88bc53d2,,False,,,False
ACCf293966d70,,False,,,False
ACCa64fe4f021,,False,,,False
ACC51336b08f9,,False,,,False
ACCf321ae1052,,False,,,False
ACC0ac9df2cc2,,False,,,False
ACCa9c6c78b6c,,False,,,False
ACC7edda93f47,,False,,,False
ACC3203473341,,False,,,False
ACC68dacd318a,,False,,,False
ACCae0c4c1126,,False,,,False
ACC94d27481e3,,False,,,False
ACC521a4a6eaf,,False,,,False
ACC00c5db89ea,,False,,,False
ACC0dbfc4a9e4,,False,,,False
ACC1268ff5fbc,,False,,,False
ACC9d7de1273f,,False,,,False
ACCa6a8c5a5f9,,False,,,False
ACCc6af417398,,False,COINC0030,,False
ACC608b0dec3a,,False,,,False
ACC6ba2a2b99c,,False,,,False
ACC28725b201b,,False,,,False
ACCfe6ea3db9b,,False,,,False
ACC2156a33a02,,False,,,False
ACC7a75467773,,False,,,False
ACC53b57efc1b,,False,,,False
ACC784704ca3b,,False,,,False
ACCa92a0baf46,,False,,,False
ACC70a73a3aef,,False,,,False
ACCf9ca9c1a2e,,False,,,False
ACC617aeb722f,,False,,,False
ACC427c2091ae,,False,,,False
ACC9520517b4f,,False,,,False
ACC272db0eaa2,,False,COINC0000,,False
ACC32d8235045,,False,,,False
ACCb8aff4bfae,,False,,,False
ACCb945d9c9dc,,False,,,False
ACCa6bd65ae6e,,False,,,False
ACCf52c64df90,,False,,,False
ACC0d41a3ad02,,False,,,False
ACCf85c7246c6,,False,,,False
ACCd51a59bb4d,,False,,,False
ACCdcc7e5150e,,False,,,False
ACC89dafb1635,,False,,,False
ACCcd18b2fd8a,,False,,,False
ACCdb0670c2d6,,False,,,False
ACCcc601c1a06,,False,,,False
ACCfb05f61d5f,,False,,,False
ACCc9d04a4d57,,False,,,False
ACCd8077d79fc,,False,,,False
ACCb733d1746f,,False,,,False
ACC97b7b2e373,,False,,,False
ACC86f370adf2,,False,,,False
ACCc2606014a3,,False,,,False
ACC54c2edb4c2,,False,,,False
ACCcb0306418a,,False,,,False
ACC8fa0335629,,False,,,False
ACC895cf57791,,False,,,False
ACCe29a1e081b,,False,,,False
ACCed5fb2a9cb,,False,,,False
ACC504cf8f039,,False,,,False
ACCf862e89d36,,False,,,False
ACCf8cdbb1261,,False,,,False
ACC9d6d231db5,,False,,,False
ACC33e034d42a,,False,,,False
ACC47acb1a003,,False,,,False
ACC6aa94b77a1,,False,,,False
ACC2da9655554,,False,,,False
ACCe1ead0c1a9,,False,,,False
ACCb1f51477bf,,False,,,False
ACC12914ba19c,,False,,,False
ACC47138c8636,,False,,,False
ACC378574ba5a,,False,,,False
ACC5994e42ad1,,False,,,False
ACC285609ab61,,False,,,False
ACC94313d630f,,False,,,False
ACC50d480a927,,False,,,False
ACC9871df8166,,False,,,False
ACCb2e69b51a9,,False,,,False
ACC2773e27b76,,False,,,False
ACC0198db9df1,,False,,,False
ACC738f143099,,False,,,False
ACC4e8850bbf9,,False,,,False
ACC0c9a589b0d,,False,,,False
ACC9ee9b6bd1f,,False,,,False
ACCdee4260e7d,,False,,,False
ACC7faea46e31,,False,,,False
ACCf19d0bbedc,,False,,,False
ACCed95da79f9,,False,,,False
ACCb49d3085ef,,False,,,False
ACC3f0eb87982,,False,,,False
ACC472ee0652a,,False,,,False
ACCf5800040b4,,False,,,False
ACCcdfaedd10f,,False,,,False
ACC0fc7aa7cd7,,False,,,False
ACCf457df0ffb,,False,,,False
ACCdf3507dc63,,False,,,False
ACCff9666929e,,False,,,False
ACC01e7119c3b,,False,,,False
ACC364b662adf,,False,,,False
ACCad5786b6fe,,False,,,False
ACCc1be07748f,,False,,,False
ACCabb630ee9e,,False,,,False
ACC0688ff3bc9,,False,,,False
ACC5550327178,,False,,,False
ACC2dd33d925f,,False,,,False
ACC200c3dee64,,False,,,False
ACC6ca924a979,,False,,,False
ACC58a3b31df1,,False,,,False
ACC9ef0554884,,False,,,False
ACCaa6edd1a4a,,False,,,False
ACC97b4c3cf94,,False,,,False
ACC5d844fe512,,False,,,False
ACC2a26ebde36,,False,,,False
ACC0076ac5d8e,,False,,,False
ACC075185a103,,False,,,False
ACCdf5de3d03e,,False,,,False
ACC5f0c3cf6db,,False,,,False
ACC1c9e791da1,,False,,,False
ACCc34922e7c0,,False,,,False
ACC87e50bd558,,False,,,False
ACC8a37379800,,False,,,False
ACCb0b757cc3a,,False,,,False
ACCc3fb1e0484,,False,,,False
ACC2da8dd41e4,,False,,,False
ACC8f7399d00c,,False,,,False
ACCa43966ed8c,,False,,,False
ACC6255e3a3b7,,False,,,False
ACC08ac13a2a2,,False,,,False
ACCc5b06ffe37,,False,,,False
ACCd716861b46,,False,,,False
ACC34311722b8,,False,,,False
ACC4f76b480b3,,False,,,False
ACCd8f47fe2f3,,False,,,False
ACC4ee39f0240,,False,,,False
ACC8af406cbed,,False,,,False
ACC2c4d5d99e7,,False,,,False
ACC4839be4044,,False,,,False
ACCf7cccd1fc1,,False,,,False
ACC3c5c04fea5,,False,,,False
ACC89eadf5d42,,False,,,False
ACC4092ec15ef,,False,,,False
ACC6cb074d25b,,False,,,False
ACCa410b3255f,,False,,,False
ACCbc4aab85c7,,False,,,False
ACCfad8ecb4ed,,False,,,False
ACCaab04be5a0,,False,,,False
ACC374b16618b,,False,,,False
ACC0a5a5e4580,,False,,,False
ACCe8b2ad4196,,False,,,False
ACCf6145f1987,,False,,,False
ACC9a207c8ab4,,False,,,False
ACCca0f590e72,,False,,,False
ACC534959af47,,False,,,False
ACC81a1eac6f5,,False,,,False
ACC037af2b06c,,False,,,False
ACC3553588243,,False,,,False
ACCcdf20d81d3,,False,,,False
ACC3e62feb57b,,False,,,False
ACCb93a71ed8c,,False,,,False
ACCed56af2a7e,,False,,,False
ACC08bbb14d4c,,False,,,False
ACC6a65afd253,,False,,,False
ACCc28d41bd42,,False,,,False
ACC361ba07f2c,,False,,,False
ACC986893d179,,False,,,False
ACC0d07100ac0,,False,COINC0033,,False
ACC73ca9d873b,,False,,,False
ACC28ed5e00ec,,False,,,False
ACC715ddb2561,,False,,,False
ACC7c5d0c9fcf,,False,,,False
ACCf4ec468be9,,False,,,False
ACC249a246fe6,,False,,,False
ACC433645fdf3,,False,,,False
ACCe3267320dc,,False,,,False
ACC330542b1e5,,False,,,False
ACC0cf744e55f,,False,,,False
ACC78f13fb5ae,,False,,,False
ACCf98ed0123f,,False,,,False
ACCb15145f594,,False,,,False
ACC0d5e2277f2,,False,,,False
ACC3ae38c31ef,,False,,,False
ACC440274844e,,False,,,False
ACC252a986b45,,False,,,False
ACC0b6569e1bf,,False,,,False
ACCe9b74861cf,,False,,,False
ACC0c37096e00,,False,,,False
ACC6868809630,,False,,,False
ACC7cbb722cf3,,False,COINC0021,,False
ACC5e16eda59f,,False,,,False
ACCf13abfbf17,,False,,,False
ACCfc278c40a9,,False,,,False
ACC3f2968ed35,,False,,,False
ACCba7e05e6ec,,False,,,False
ACC63d3ea84b6,,False,,,False
ACC0e3836970a,,False,,,False
ACCb388bb00ef,,False,,,False
ACC91242d35e5,,False,,,False
ACC52f580d669,,False,,,False
ACCa9a99c65fe,,False,,,False
ACCfa1a91cd28,,False,,,False
ACCb375a23421,,False,,,False
ACC95c1335162,,False,,,False
ACCb541455b88,,False,,,False
ACCf219cc5108,,False,,,False
ACC492069d5d8,,False,,,False
ACC6f72d1980d,,False,,,False
ACC631dfe0a4c,,False,,,False
ACCe7250850df,,False,,,False
ACCc33afcc797,,False,,,False
ACCb1ce6871d1,,False,,,False
ACC1a30013c23,,False,,,False
ACCa2e73eccc6,,False,,,False
ACC62134818ee,,False,,,False
ACC895408a489,,False,,,False
ACC3d7b1d25b7,,False,,,False
ACC2b7ff0691e,,False,,,False
ACCdd5136325d,,False,,,False
ACCe8a081a889,,False,,,False
ACC5c6c131215,,False,,,False
ACCf97d5cfced,,False,,,False
ACC8adcefcaf6,,False,,,False
ACCa4dadb5f1d,,False,,,False
ACC5be682cd75,,False,,,False
ACC35fb75d5be,,False,,,False
ACC3d68e62257,,False,,,False
ACC2fb7618c18,,False,,,False
ACCfe3020750d,,False,,,False
ACC6930859900,,False,,,False
ACC0cbd60a4ad,,False,,,False
ACCe41cd2a311,,False,,,False
ACC7fb4eecefd,,False,,,False
ACC15a1f51170,,False,,,False
ACC4416ca0da4,,False,,,False
ACCbd8838e688,,False,,,False
ACC7eb1a3e611,,False,,,False
ACCa4148d5acc,,False,,,False
ACC54422da6f2,,False,,,False
ACC93819aea4f,,False,,,False
ACCe3445b2bf8,,False,,,False
ACC6142c0c00c,,False,,,False
ACCd03ffb11da,,False,,,False
ACC5696d64721,,False,,,False
ACC961e993bf7,,False,,,False
ACCdd61448540,,False,,,False
ACCfc40bcf1ea,,False,,,False
ACC1511f162c5,,False,,,False
ACCa376676e6b,,False,,,False
ACC6e4a5675cf,,False,,,False
ACCb0b3993940,,False,,,False
ACC26e94a261d,,False,,,False
ACC262e389354,,False,,,False
ACCb571376bfa,,False,,,False
ACC764a48774f,,False,,,False
ACC660c7cb997,,False,,,False
ACC39a868c39c,,False,,,False
ACC708e759c32,,False,,,False
ACC079afaad4e,,False,,,False
ACCb4f0ad99ba,,False,,,False
ACC9c6068b5bc,,False,,,False
ACC2dfab36c2b,,False,,,False
ACC3835fad849,,False,,,False
ACCea20cce92c,,False,COINC0005,,False
ACC0ed675c479,,False,,,False
ACC083fed6698,,False,,,False
ACCa8782a802b,,False,,,False
ACC3d5d60a981,,False,,,False
ACC6364607432,,False,,,False
ACCd6fe4cf470,,False,,,False
ACC67c12fd3fb,,False,,,False
ACCcf87947b74,,False,,,False
ACCaa0c8bd802,,False,,,False
ACCd7a0787c06,,False,,,False
ACCc197d70f91,,False,,,False
ACCce0c018ed0,,False,,,False
ACCb70990f480,,False,,,False
ACCf0dfc57672,,False,,,False
ACC507865a9b0,,False,,,False
ACCc54856ff87,,False,,,False
ACCe4b557669b,,False,,,False
ACCdd300d0a40,,False,,,False
ACCac4ca445ac,,False,,,False
ACC8ad8beb038,,False,,,False
ACC7dead38866,,False,,,False
ACCc0fdb02f8c,,False,,,False
ACC2d874014f4,,False,,,False
ACC0ac8314a11,,False,,,False
ACC6d8f84e286,,False,,,False
ACC6038a1c998,,False,,,False
ACCa736a75897,,False,,,False
ACC744bcc90bf,,False,,,False
ACC3cad6d1024,,False,,,False
ACC6d86759271,,False,,,False
ACC3a18a0e208,,False,,,False
ACCc992f21265,,False,,,False
ACC128ffb5c5e,,False,,,False
ACCe0bdf7729b,,False,,,False
ACCf85e9afed6,,False,,,False
ACCd35b883c31,,False,,,False
ACCe1f57ff27f,,False,,,False
ACCe9923e930c,,False,,,False
ACC0fd487b58c,,False,,,False
ACC909e34adb0,,False,,,False
ACC32098b3231,,False,,,False
ACC886cde1891,,False,,,False
ACC30fd89d064,,False,,,False
ACC480277601f,,False,,,False
ACC34d37087a7,,False,,,False
ACC3d28015b62,,False,,,False
ACCcd9b39529c,,False,,,False
ACCc9bb85cde4,,False,,,False
ACC8c87fa8c4c,,False,,,False
ACCfabec42ff3,,False,,,False
ACCbcbbab5022,,False,,,False
ACC6f9a2fc2e1,,False,COINC0003,,False
ACCc68418c76a,,False,,,False
ACCa1b04cc7de,,False,,,False
ACC3eadb811af,,False,,,False
ACC9830771a60,,False,,,False
ACCdb463e4479,,False,,,False
ACC59861638bf,,False,,,False
ACC3b188abbdb,,False,,,False
ACCd62aba10ce,,False,,,False
ACC9e67ce59c5,,False,,,False
ACC18ca569187,,False,,,False
ACC696d230c75,,False,,,False
ACCffaae0d570,,False,,,False
ACC6897a70bbb,,False,,,False
ACCba944cdcfd,,False,,,False
ACCedecdee8a9,,False,,,False
ACC951d5c7857,,False,,,False
ACCe50f336e75,,False,,,False
ACC09afbac037,,False,,,False
ACC88224369db,,False,,,False
ACC3e02766bf5,,False,,,False
ACC6f80d41f56,,False,,,False
ACCd0dcbfbac0,,False,,,False
ACC6f1ce6aee9,,False,,,False
ACCb0681479ff,,False,,,False
ACC39c239fce0,,False,,,False
ACCbfe7e174b6,,False,,,False
