threshold,n_flagged,fp_cost,fn_cost,total_cost
0.0120150814858905,819,1478715.9563484895,0.0,1478715.9563484895
0.0120221224763017,818,1476935.4434570405,0.0,1476935.4434570405
0.0120221224763018,816,1473374.4176741422,0.0,1473374.4176741422
0.0120355010586963,815,1471593.9047826931,0.0,1471593.9047826931
0.0120728470114342,814,1469813.391891244,0.0,1469813.391891244
0.0120798689382274,813,1468032.8789997948,0.0,1468032.8789997948
0.0121038526899778,809,1460910.8274339985,0.0,1460910.8274339985
0.0121226137004422,807,1457349.8016511002,0.0,1457349.8016511002
0.0121373374754283,806,1455569.2887596511,0.0,1455569.2887596511
0.0121627050795145,805,1452898.5194224773,0.0,1452898.5194224773
0.01219285128994,804,1451118.0065310283,0.0,1451118.0065310283
0.0121946922928335,803,1449337.4936395793,0.0,1449337.4936395793
0.0121963061836115,802,1447556.98074813,0.0,1447556.98074813
0.0122062403305036,801,1444886.2114109565,0.0,1444886.2114109565
0.0122161654752995,800,1443105.6985195072,0.0,1443105.6985195072
0.0122179830823758,799,1440434.9291823336,0.0,1440434.9291823336
0.0122456609012656,798,1438654.4162908846,0.0,1438654.4162908846
0.0122745642831273,797,1436873.9033994353,0.0,1436873.9033994353
0.0122908727670652,796,1435093.3905079863,0.0,1435093.3905079863
0.0122929813022409,795,1433312.8776165373,0.0,1433312.8776165373
0.0123002006105724,794,1431532.364725088,0.0,1431532.364725088
0.0123034037077616,793,1429751.851833639,0.0,1429751.851833639
0.0123075913886466,791,1426190.8260507407,0.0,1426190.8260507407
0.012349914289101,790,1424410.3131592916,0.0,1424410.3131592916
0.0123824502475703,788,1419068.7744849443,0.0,1419068.7744849443
0.0124161099034946,786,1415507.748702046,0.0,1415507.748702046
0.0124279888728078,784,1411946.7229191477,0.0,1411946.7229191477
0.0124304175491562,783,1410166.2100276987,0.0,1410166.2100276987
0.012433633411664,782,1408385.6971362496,0.0,1408385.6971362496
0.0124594326102795,781,1406605.1842448004,0.0,1406605.1842448004
0.0124793008653333,779,1403044.1584619023,0.0,1403044.1584619023
0.0125116989641698,778,1400373.3891247285,0.0,1400373.3891247285
0.0125266913725199,777,1398592.8762332795,0.0,1398592.8762332795
0.0125312272264473,776,1396812.3633418302,0.0,1396812.3633418302
0.0125390779500927,775,1395031.8504503812,0.0,1395031.8504503812
0.0125459572832581,774,1393251.3375589321,0.0,1393251.3375589321
0.0125530837322538,772,1389690.3117760338,0.0,1389690.3117760338
0.0125617643248683,771,1387019.5424388603,0.0,1387019.5424388603
0.0125624543225169,769,1383458.516655962,0.0,1383458.516655962
0.0125960761186535,768,1380787.7473187882,0.0,1380787.7473187882
0.012608376968983,767,1379007.2344273392,0.0,1379007.2344273392
0.0126246020831145,766,1377226.7215358901,0.0,1377226.7215358901
0.0126472981697137,764,1373665.6957529918,0.0,1373665.6957529918
0.0126721734148118,763,1371885.1828615428,0.0,1371885.1828615428
0.0126775147472053,761,1368324.1570786445,0.0,1368324.1570786445
0.0127173450802071,760,1366543.6441871955,0.0,1366543.6441871955
0.0127248896941439,758,1361202.1055128481,0.0,1361202.1055128481
0.0127595376540649,757,1359421.5926213989,0.0,1359421.5926213989
0.0127640142670039,756,1357641.0797299498,0.0,1357641.0797299498
0.0127708977647389,754,1354080.0539470515,0.0,1354080.0539470515
0.0127834477846107,753,1351409.284609878,0.0,1351409.284609878
0.0128212707328319,752,1348738.5152727042,0.0,1348738.5152727042
0.0128365282067695,751,1346958.0023812552,0.0,1346958.0023812552
0.0128588278857506,749,1343396.9765983569,0.0,1343396.9765983569
0.0128874823118119,748,1341616.4637069078,0.0,1341616.4637069078
0.0129028611655877,747,1339835.9508154585,0.0,1339835.9508154585
0.0129162683524225,745,1336274.9250325605,0.0,1336274.9250325605
0.0129263736278373,743,1332713.8992496622,0.0,1332713.8992496622
0.0129326594702717,741,1329152.8734667639,0.0,1329152.8734667639
0.0129598936467822,739,1325591.8476838658,0.0,1325591.8476838658
0.0129940506866354,738,1323811.3347924165,0.0,1323811.3347924165
0.0130074985086201,737,1322030.8219009675,0.0,1322030.8219009675
0.0130156693167753,736,1320250.3090095185,0.0,1320250.3090095185
0.0130156693167754,735,1318469.7961180692,0.0,1318469.7961180692
0.013031157158969,734,1316689.2832266202,0.0,1316689.2832266202
0.0130334983734708,732,1311347.7445522728,0.0,1311347.7445522728
0.0130407788487093,731,1308676.975215099,0.0,1308676.975215099
0.0130631129201982,730,1306896.46232365,0.0,1306896.46232365
0.0130805557750021,728,1301554.9236493027,0.0,1301554.9236493027
0.0130980933970352,727,1299774.4107578536,0.0,1299774.4107578536
0.0131256118177599,726,1297993.8978664044,0.0,1297993.8978664044
0.0131290935245875,724,1292652.359192057,0.0,1292652.359192057
0.0131627198541027,723,1290871.846300608,0.0,1290871.846300608
0.013169787164249,721,1287310.8205177097,0.0,1287310.8205177097
0.0131803234435493,717,1280188.7689519133,0.0,1280188.7689519133
0.0132056813966517,715,1274847.230277566,0.0,1274847.230277566
0.0132324969341284,714,1272176.4609403922,0.0,1272176.4609403922
0.0132452010664814,712,1268615.4351574942,0.0,1268615.4351574942
0.0133061697239672,711,1266834.922266045,0.0,1266834.922266045
0.0133168893659488,709,1263273.8964831468,0.0,1263273.8964831468
0.0133264754720608,708,1261493.3835916976,0.0,1261493.3835916976
0.0133304724968209,707,1258822.614254524,0.0,1258822.614254524
0.0133326776962694,706,1257042.1013630747,0.0,1257042.1013630747
0.0133726264904141,705,1255261.5884716257,0.0,1255261.5884716257
0.01346657399891,704,1252590.8191344521,0.0,1252590.8191344521
0.0134703192841475,703,1249920.0497972784,0.0,1249920.0497972784
0.0134809272960373,702,1247249.2804601046,0.0,1247249.2804601046
0.0135112941826133,701,1244578.511122931,0.0,1244578.511122931
0.0135227455250006,700,1242797.998231482,0.0,1242797.998231482
0.0135635525603721,698,1239236.9724485837,0.0,1239236.9724485837
0.0136468738711382,693,1230334.407991338,0.0,1230334.407991338
0.0136546686519085,692,1227663.6386541645,0.0,1227663.6386541645
0.0136643543890966,690,1224102.6128712662,0.0,1224102.6128712662
0.0136833437041073,688,1218761.0741969189,0.0,1218761.0741969189
0.0137070929547077,687,1216090.304859745,0.0,1216090.304859745
0.0137235908496349,686,1214309.791968296,0.0,1214309.791968296
0.0137294816573945,684,1210748.7661853977,0.0,1210748.7661853977
0.013733835574772,683,1208077.9968482242,0.0,1208077.9968482242
0.0137511746042643,682,1206297.4839567752,0.0,1206297.4839567752
0.0137934330763672,681,1203626.7146196014,0.0,1203626.7146196014
0.0137937937856707,679,1200065.688836703,0.0,1200065.688836703
0.013822122448867,678,1197394.9194995295,0.0,1197394.9194995295
0.0139277801748896,676,1192053.3808251822,0.0,1192053.3808251822
0.0139361240983155,675,1189382.6114880084,0.0,1189382.6114880084
0.0139403687793421,674,1186711.8421508349,0.0,1186711.8421508349
0.0139638350651783,673,1184041.072813661,0.0,1184041.072813661
0.0140254312853924,672,1182260.559922212,0.0,1182260.559922212
0.0140405546038784,670,1176919.0212478647,0.0,1176919.0212478647
0.0140545726449939,668,1171577.4825735174,0.0,1171577.4825735174
0.0140658659200459,667,1168906.7132363436,0.0,1168906.7132363436
0.0140691996966495,666,1166235.94389917,0.0,1166235.94389917
0.0140903400696018,665,1163565.1745619962,0.0,1163565.1745619962
0.0141136576879979,664,1160894.4052248227,0.0,1160894.4052248227
0.014139594817301,663,1158223.635887649,0.0,1158223.635887649
0.0141473817071936,662,1156443.1229961999,0.0,1156443.1229961999
0.0141820729827216,661,1154662.6101047508,0.0,1154662.6101047508
0.0142382659485008,660,1151991.840767577,0.0,1151991.840767577
0.0143078276211488,659,1149321.0714304035,0.0,1149321.0714304035
0.0143095703209174,658,1146650.3020932297,0.0,1146650.3020932297
0.01439216068073,657,1143979.532756056,0.0,1143979.532756056
0.0144002932993566,656,1141308.7634188824,0.0,1141308.7634188824
0.0144227669836935,654,1135967.224744535,0.0,1135967.224744535
0.0144274969559983,653,1133296.4554073613,0.0,1133296.4554073613
0.014429851825789,652,1130625.6860701877,0.0,1130625.6860701877
0.0144488835062495,650,1127064.6602872894,0.0,1127064.6602872894
0.0144777948866308,649,1124393.8909501159,0.0,1124393.8909501159
0.0144975044576931,648,1122613.3780586666,0.0,1122613.3780586666
0.014559210906446,647,1119942.608721493,0.0,1119942.608721493
0.0145769262493892,645,1114601.0700471457,0.0,1114601.0700471457
0.0145788275645412,644,1112820.5571556964,0.0,1112820.5571556964
0.0145875765276728,642,1107479.018481349,0.0,1107479.018481349
0.0145988593488706,641,1104808.2491441756,0.0,1104808.2491441756
0.0146312213834867,640,1102137.4798070018,0.0,1102137.4798070018
0.0146681277866605,639,1100356.9669155527,0.0,1100356.9669155527
0.014690424214274,637,1095015.4282412054,0.0,1095015.4282412054
0.0146927264685324,636,1092344.6589040316,0.0,1092344.6589040316
0.0147154884024174,635,1089673.889566858,0.0,1089673.889566858
0.0147302199191446,633,1084332.3508925107,0.0,1084332.3508925107
0.014754666305859,632,1081661.581555337,0.0,1081661.581555337
0.0147719787167632,630,1076320.0428809896,0.0,1076320.0428809896
0.0147779458930367,629,1073649.273543816,0.0,1073649.273543816
0.0148433006755626,628,1070978.5042066423,0.0,1070978.5042066423
0.0148465010944537,627,1068307.7348694687,0.0,1068307.7348694687
0.0148496416106539,626,1065636.965532295,0.0,1065636.965532295
0.0148628261915763,625,1062966.1961951214,0.0,1062966.1961951214
0.0148823851245097,624,1060295.4268579476,0.0,1060295.4268579476
0.0148914920994607,622,1054953.8881836003,0.0,1054953.8881836003
0.0149126995009325,621,1052283.1188464267,0.0,1052283.1188464267
0.0149142102939548,618,1044270.8108349056,0.0,1044270.8108349056
0.0149201143772787,617,1041600.0414977319,0.0,1041600.0414977319
0.0149384321230186,615,1038039.0157148337,0.0,1038039.0157148337
0.0149769804649362,614,1034477.9899319356,0.0,1034477.9899319356
0.0149923329365627,613,1031807.2205947619,0.0,1031807.2205947619
0.0150060730745495,612,1029136.4512575882,0.0,1029136.4512575882
0.0150438885715636,611,1026465.6819204144,0.0,1026465.6819204144
0.0150494849656945,610,1022904.6561375163,0.0,1022904.6561375163
0.0150581060795603,609,1020233.8868003426,0.0,1020233.8868003426
0.0151047596012342,608,1017563.1174631689,0.0,1017563.1174631689
0.0151085290370814,605,1009550.8094516479,0.0,1009550.8094516479
0.015125803964901,604,1007770.2965601988,0.0,1007770.2965601988
0.0151552211596557,603,1005099.5272230251,0.0,1005099.5272230251
0.0151617630520593,602,1002428.7578858514,0.0,1002428.7578858514
0.0151851116719376,601,999757.9885486778,0.0,999757.9885486778
0.015186660811078,600,997087.2192115041,0.0,997087.2192115041
0.0152112329500354,597,989074.9111999831,0.0,989074.9111999831
0.0152245364688211,595,983733.3725256358,0.0,983733.3725256358
0.0152288719441288,593,978391.8338512884,0.0,978391.8338512884
0.0152385454927121,591,974830.8080683901,0.0,974830.8080683901
0.015249567035198,590,972160.0387312165,0.0,972160.0387312165
0.0152724719586934,589,970379.5258397674,0.0,970379.5258397674
0.0153375340865049,587,965037.9871654201,0.0,965037.9871654201
0.0153381888694001,586,962367.2178282464,0.0,962367.2178282464
0.0153645133540868,585,959696.4484910727,0.0,959696.4484910727
0.0153849403720473,584,957025.6791538991,0.0,957025.6791538991
0.0153931684994433,583,954354.9098167254,0.0,954354.9098167254
0.0154687618874455,582,951684.1404795517,0.0,951684.1404795517
0.0154917552834824,580,946342.6018052043,0.0,946342.6018052043
0.0155405170171126,578,941001.063130857,0.0,941001.063130857
0.0155497031630914,577,937440.0373479588,0.0,937440.0373479588
0.0155699630098197,575,932098.4986736114,0.0,932098.4986736114
0.0155750496185735,573,926756.9599992641,0.0,926756.9599992641
0.0155797400443948,572,924086.1906620904,0.0,924086.1906620904
0.0156190642981026,571,921415.4213249168,0.0,921415.4213249168
0.0156249284982711,569,916073.8826505694,0.0,916073.8826505694
0.0156375203260078,567,910732.3439762221,0.0,910732.3439762221
0.0156405380809163,566,908061.5746390484,0.0,908061.5746390484
0.0156563845619146,565,904500.5488561501,0.0,904500.5488561501
0.0156846263104953,564,901829.7795189765,0.0,901829.7795189765
0.0157089327605672,562,896488.2408446291,0.0,896488.2408446291
0.0157270144935801,561,894707.72795318,0.0,894707.72795318
0.015737510617878,560,892036.9586160063,0.0,892036.9586160063
0.0157414627929971,558,888475.9328331081,0.0,888475.9328331081
0.0157980727639698,557,885805.1634959345,0.0,885805.1634959345
0.0158110930774068,556,882244.1377130363,0.0,882244.1377130363
0.0158842632328523,554,876902.5990386889,0.0,876902.5990386889
0.0158900549864879,552,871561.0603643415,0.0,871561.0603643415
0.0159190554926396,550,866219.5216899941,0.0,866219.5216899941
0.0159482973001685,549,862658.495907096,0.0,862658.495907096
0.0159570723200297,547,857316.9572327486,0.0,857316.9572327486
0.0159659719415284,546,854646.187895575,0.0,854646.187895575
0.0159703558020917,544,851085.1621126768,0.0,851085.1621126768
0.0160049221833694,543,848414.3927755031,0.0,848414.3927755031
0.0160178013644108,542,845743.6234383293,0.0,845743.6234383293
0.0160538647068662,541,842182.5976554311,0.0,842182.5976554311
0.0160960911193388,539,835060.5460896346,0.0,835060.5460896346
0.0161047714426363,536,829719.0074152873,0.0,829719.0074152873
0.0161389692878763,535,827048.2380781136,0.0,827048.2380781136
0.0161853399683929,534,824377.46874094,0.0,824377.46874094
0.0161860201373677,533,820816.4429580418,0.0,820816.4429580418
0.0162326382934534,532,818145.6736208681,0.0,818145.6736208681
0.0162340560604699,531,816365.160729419,0.0,816365.160729419
0.0162669867302971,530,812804.1349465208,0.0,812804.1349465208
0.0162781730164521,529,809243.1091636225,0.0,809243.1091636225
0.0162792067002963,528,805682.0833807243,0.0,805682.0833807243
0.0162859320119559,527,802121.0575978261,0.0,802121.0575978261
0.016305187728745,526,799450.2882606525,0.0,799450.2882606525
0.016340827472657,525,796779.5189234788,0.0,796779.5189234788
0.0163609427252132,524,794108.749586305,0.0,794108.749586305
0.0163679459947992,523,791437.9802491313,0.0,791437.9802491313
0.0163939965868139,522,788767.2109119577,0.0,788767.2109119577
0.0164863561784095,521,785206.1851290595,0.0,785206.1851290595
0.0165091106501477,519,779864.6464547121,0.0,779864.6464547121
0.0165882203357843,517,774523.1077803648,0.0,774523.1077803648
0.0166031637799074,516,771852.3384431911,0.0,771852.3384431911
0.0166558493849403,515,768291.3126602928,0.0,768291.3126602928
0.0166611073785001,514,765620.5433231192,0.0,765620.5433231192
0.0166836271713221,513,762949.7739859455,0.0,762949.7739859455
0.0166882305821651,512,760279.0046487718,0.0,760279.0046487718
0.0167189054301832,511,757608.2353115982,0.0,757608.2353115982
0.0167244586884354,510,754937.4659744245,0.0,754937.4659744245
0.016725830695857,509,752266.6966372508,0.0,752266.6966372508
0.016779647931681,508,748705.6708543526,0.0,748705.6708543526
0.0168178571242643,507,746034.901517179,0.0,746034.901517179
0.0168208545844922,506,742473.8757342808,0.0,742473.8757342808
0.0168320998636729,505,739803.106397107,0.0,739803.106397107
0.0168339089620351,504,736242.0806142088,0.0,736242.0806142088
0.0168553480225017,501,725559.0032655142,0.0,725559.0032655142
0.0168896351637826,500,722888.2339283405,0.0,722888.2339283405
0.0170318547862962,499,720217.4645911668,0.0,720217.4645911668
0.0170603632129723,498,717546.6952539932,0.0,717546.6952539932
0.0171103604593503,497,713985.6694710949,0.0,713985.6694710949
0.0171431587668094,496,710424.6436881967,0.0,710424.6436881967
0.0171598326635311,495,706863.6179052985,0.0,706863.6179052985
0.0171600017872153,492,698851.3098937775,0.0,698851.3098937775
0.0171616625234849,491,695290.2841108792,0.0,695290.2841108792
0.0171666317526675,490,692619.5147737055,0.0,692619.5147737055
0.0171780628313952,489,689948.7454365318,0.0,689948.7454365318
0.0171870265525806,488,686387.7196536337,0.0,686387.7196536337
0.0172165500148801,487,682826.6938707354,0.0,682826.6938707354
0.0172195337108778,486,679265.6680878372,0.0,679265.6680878372
0.0172449175153771,485,676594.8987506635,0.0,676594.8987506635
0.0173251705401198,483,671253.3600763162,0.0,671253.3600763162
0.0173277118951793,482,668582.5907391425,0.0,668582.5907391425
0.0174421354792579,481,665021.5649562443,0.0,665021.5649562443
0.0174771631344884,480,661460.539173346,0.0,661460.539173346
0.0175505894482122,479,657899.5133904478,0.0,657899.5133904478
0.0175886760439732,477,652557.9747161005,0.0,652557.9747161005
0.0175907450945533,476,648996.9489332022,0.0,648996.9489332022
0.0176681557748287,475,646326.1795960285,0.0,646326.1795960285
0.0176897059988679,474,642765.1538131303,0.0,642765.1538131303
0.0177142263879916,473,639204.1280302322,0.0,639204.1280302322
0.0177638671964508,472,635643.1022473339,0.0,635643.1022473339
0.0178074547613804,471,632082.0764644357,0.0,632082.0764644357
0.017816749404561,470,629411.307127262,0.0,629411.307127262
0.0178410305983513,469,625850.2813443637,0.0,625850.2813443637
0.0178546386568098,468,622289.2555614655,0.0,622289.2555614655
0.0179034235041681,467,620508.7426700164,0.0,620508.7426700164
0.0179204022445635,465,613386.69110422,0.0,613386.69110422
0.0179653459650112,463,608045.1524298725,0.0,608045.1524298725
0.0179912908693074,462,604484.1266469744,0.0,604484.1266469744
0.0180145670601142,460,597362.0750811779,0.0,597362.0750811779
0.0180807408436527,459,593801.0492982797,0.0,593801.0492982797
0.0181548713143835,457,586678.9977324832,0.0,586678.9977324832
0.0181552775616511,455,579556.9461666867,0.0,579556.9461666867
0.0181988302853478,454,575995.9203837885,0.0,575995.9203837885
0.0182060961097654,453,573325.1510466149,0.0,573325.1510466149
0.0182404373404441,452,569764.1252637167,0.0,569764.1252637167
0.0182680866957041,451,566203.0994808184,0.0,566203.0994808184
0.0182750272625435,450,562642.0736979202,0.0,562642.0736979202
0.0182752464663295,449,560861.560806471,0.0,560861.560806471
0.0183007186147295,448,558190.7914692974,0.0,558190.7914692974
0.0183225546048574,447,554629.7656863992,0.0,554629.7656863992
0.0183394660521351,446,551958.9963492255,0.0,551958.9963492255
0.0183460631916008,444,546617.4576748782,0.0,546617.4576748782
0.0183511419978745,441,538605.1496633572,0.0,538605.1496633572
0.0184166608652805,440,535044.1238804589,0.0,535044.1238804589
0.0184274839674615,438,527922.0723146624,0.0,527922.0723146624
0.0185139625342879,437,526141.5594232134,0.0,526141.5594232134
0.0185317042687811,436,522580.5336403151,0.0,522580.5336403151
0.0185430701972301,435,519019.5078574169,0.0,519019.5078574169
0.018546509923773,434,516348.7385202432,0.0,516348.7385202432
0.0185863788002542,431,505665.66117154853,0.0,505665.66117154853
0.0186522102533343,430,502994.89183437487,0.0,502994.89183437487
0.0186738232869393,429,499433.8660514766,0.0,499433.8660514766
0.0187027316708438,426,491421.5580399556,0.0,491421.5580399556
0.0187777675018225,425,488750.78870278195,0.0,488750.78870278195
0.0188491989915331,423,485189.7629198837,0.0,485189.7629198837
0.0188758987429843,422,482518.99358271004,0.0,482518.99358271004
0.0188987744464403,421,478957.9677998118,0.0,478957.9677998118
0.0189030433543324,419,471835.9162340153,0.0,471835.9162340153
0.018938886191207,418,468274.8904511171,0.0,468274.8904511171
0.0189457452478447,417,464713.8646682189,0.0,464713.8646682189
0.0189474346663886,416,461152.83888532064,0.0,461152.83888532064
0.0189638007758161,415,457591.8131024224,0.0,457591.8131024224
0.0190494550540646,414,454030.7873195242,0.0,454030.7873195242
0.0190593818959372,413,450469.76153662597,0.0,450469.76153662597
0.0190718721144055,412,446908.7357537277,0.0,446908.7357537277
0.0191075439091288,410,441567.1970793804,0.0,441567.1970793804
0.0191888216450711,409,438006.17129648215,0.0,438006.17129648215
0.0191892237344992,408,436225.65840503306,0.0,436225.65840503306
0.0191992440797331,407,433554.8890678594,0.0,433554.8890678594
0.0192317381809123,406,429993.86328496115,0.0,429993.86328496115
0.0192678465961646,404,424652.3246106138,0.0,424652.3246106138
0.0192720536475055,403,421091.29882771557,0.0,421091.29882771557
0.0193408562777293,402,419310.7859362665,0.0,419310.7859362665
0.0193805843659635,400,413969.24726191914,0.0,413969.24726191914
0.0193850266086377,399,411298.4779247455,0.0,411298.4779247455
0.0193894225881279,398,407737.4521418472,0.0,407737.4521418472
0.0194388759266617,397,405956.9392503981,0.0,405956.9392503981
0.0195035672254334,394,400615.40057605074,0.0,400615.40057605074
0.0196496072412071,393,397054.3747931525,0.0,397054.3747931525
0.0196556068361163,392,393493.3490102543,0.0,393493.3490102543
0.0196621051955768,391,389932.3232273561,0.0,389932.3232273561
0.0197263664208589,389,384590.78455300874,0.0,384590.78455300874
0.0197298978307819,388,382810.2716615596,0.0,382810.2716615596
0.0197476389579163,387,379249.2458786614,0.0,379249.2458786614
0.0198008814863444,385,373907.70720431407,0.0,373907.70720431407
0.0198536069381701,384,370346.6814214158,0.0,370346.6814214158
0.0199340787444674,383,368566.1685299667,0.0,368566.1685299667
0.0199490281257996,381,365005.1427470685,0.0,365005.1427470685
0.0199809132906423,380,363224.62985561934,0.0,363224.62985561934
0.0200208719239845,379,359663.60407272115,0.0,359663.60407272115
0.0200881632932559,377,354322.06539837376,0.0,354322.06539837376
0.0201184110781717,375,348980.5267240264,0.0,348980.5267240264
0.0201270651602382,374,347200.01383257733,0.0,347200.01383257733
0.0201689924466798,373,343638.9880496791,0.0,343638.9880496791
0.0201778510334726,372,340077.96226678084,0.0,340077.96226678084
0.0203699909725654,370,332955.9107009844,0.0,332955.9107009844
0.0203861938727599,369,330285.14136381075,0.0,330285.14136381075
0.0205414984887228,367,326724.1155809125,0.0,326724.1155809125
0.0205908042532878,365,321382.57690656517,0.0,321382.57690656517
0.0206236819144687,363,314260.5253407687,0.0,314260.5253407687
0.0206240270843735,360,308918.98666642135,0.0,308918.98666642135
0.0207646284609519,359,307138.47377497226,0.0,307138.47377497226
0.0207786552142365,358,305357.9608835231,0.0,305357.9608835231
0.0208806699162539,355,300016.42220917577,0.0,300016.42220917577
0.0209467544909931,354,296455.3964262776,0.0,296455.3964262776
