account_id,cluster_id,n_shared_resources,within_cluster_degree,within_cluster_edge_weight_sum,creation_date_centrality,order_amount_centrality,account_risk_score
ACC4072ceba23,1,4,22,3.325,1.0,0.8960514581712616,0.9288
ACC0eee063bfc,1,4,19,3.4821428571428568,1.0,0.9602223782327381,0.9159
ACCacc5d0788a,1,4,20,3.4805555555555556,0.9965870307167235,0.8693433011403526,0.9112
ACC93f4002b3b,1,4,21,3.525,0.9965870307167235,0.7143236627895945,0.8993
ACC8e2e892e85,1,4,19,3.458333333333333,0.9965870307167235,0.8065802705728328,0.8819
ACCa98e879c83,1,4,17,3.375,0.9931740614334471,0.9928808606720679,0.8809
ACCb7cb47302e,1,4,20,3.371031746031746,0.9965870307167235,0.7423676071570879,0.8739
ACC511eb1db2f,1,4,18,3.4126984126984126,0.9897610921501706,0.794956643834317,0.859
ACCa10715b9e2,1,4,19,3.4305555555555554,0.9965870307167235,0.6948788494013625,0.8566
ACCef9a32bd3d,1,4,22,3.4805555555555556,0.5085324232081911,0.9239663776255622,0.8531
ACCfd6d733be2,1,4,19,3.425,0.9897610921501706,0.6079767755156255,0.8372
ACCcc913c48d2,1,4,19,3.4722222222222223,0.21843003412969286,0.6617308312619776,0.6988
ACCe956e36ac6,1,3,18,2.6666666666666665,0.9931740614334471,0.7510103789158112,0.6695
ACCf6905e5e3f,1,4,24,3.4416666666666664,0.0,0.2571921901979015,0.6424
ACC7e39d709af,1,3,15,2.55,1.0,0.7882625277498435,0.6228
ACCbcb6271656,1,3,14,2.5083333333333333,0.9931740614334471,0.8733392785989412,0.6196
ACCa410c37187,1,3,17,2.575,0.9965870307167235,0.6146481224977707,0.6187
ACCe4acdcbf44,1,3,20,2.65,0.6791808873720137,0.6565926038365937,0.6146
ACC83dafc4a8c,1,3,15,2.525,0.9965870307167235,0.7432442175967213,0.6104
ACC2c4ebec20d,1,3,16,2.55,0.9965870307167235,0.6356602090962563,0.6059
ACC9459459c37,1,3,14,2.5654761904761902,0.9931740614334471,0.7457355368764588,0.6003
ACCbd47005201,1,3,15,2.5555555555555554,0.41979522184300344,0.7401400299793182,0.4977
ACC8f88ef5617,1,3,15,2.6083333333333334,0.49488054607508536,0.6124243401703888,0.493
ACC84a1378626,1,3,16,2.5972222222222223,0.7747440273037542,0.0,0.4395
ACCb8af2a23bd,1,2,12,1.7333333333333334,0.9931740614334471,0.8750735252262679,0.4069
ACC587cac79e1,1,2,14,1.7571428571428571,0.9897610921501706,0.6869286378384531,0.3997
ACC0a5e6407b1,1,2,10,1.6904761904761905,0.9931740614334471,0.7067149877616076,0.34
ACCb829df01bc,4,4,29,3.70994560994561,0.9875,0.9496465398865093,0.9714
ACC1cf233c0a9,4,4,31,3.6897435897435895,0.996875,0.787192261474267,0.9551
ACC87e2b2d925,4,4,25,3.6543900543900545,0.996875,0.8358979653935776,0.9138
ACC6f3d7254c5,4,4,29,3.6516122766122767,0.9875,0.6727996398795757,0.9111
ACC6a2567f594,4,4,26,3.5786324786324784,1.0,0.7637282236880867,0.9016
ACCe03e16a4be,4,4,31,3.6314102564102564,0.98125,0.500641989360069,0.8897
ACCfe5ff7a001,4,4,27,3.4944444444444445,0.99375,0.6941711366980725,0.8873
ACCc43b9050bf,4,4,26,3.5786324786324784,0.99375,0.6945773713740833,0.8865
ACC5b418f3068,4,4,23,3.4527777777777775,0.996875,0.7791426885494384,0.8693
ACCe16fcc3fa9,4,4,25,3.6543900543900545,0.99375,0.2236042142758199,0.7907
ACCd8b140e693,4,3,27,2.748834498834499,0.996875,0.9760219956437347,0.7809
ACC7d16f85c2c,4,4,28,3.2425213675213675,0.41874999999999996,0.7199553694060485,0.764
ACCe8d5af8e64,4,3,26,2.3777777777777778,0.984375,0.9599716104579329,0.7356
ACC97f6213829,4,3,29,2.786868686868687,0.98125,0.6436204459506536,0.7305
ACC579eface06,4,3,24,2.661111111111111,0.99375,0.8267452866384684,0.7189
ACC3aacb4fa49,4,3,26,2.7182539682539684,0.98125,0.7337138992011849,0.7187
ACCe7595ffd2f,4,4,25,3.4765873015873017,0.050000000000000044,0.8666193195063856,0.7155
ACC53cd38550e,4,3,25,2.7702020202020203,0.99375,0.6866315190494001,0.7082
ACC91795ab856,4,4,24,3.2452991452991453,1.0,0.0,0.7045
ACC78f93d0d7a,4,3,25,2.7146464646464645,0.990625,0.690191047510859,0.7036
ACC4b1d736630,4,3,23,2.361111111111111,0.984375,0.7966843373714906,0.6776
ACC8fdc5dc920,4,3,26,2.75,0.5625,0.7396587409923658,0.6388
ACC2512e21f20,4,3,26,2.7182539682539684,0.61875,0.6861500074938262,0.6367
ACC1b18cc2bb0,4,3,15,2.546031746031746,1.0,0.7225233268463245,0.6176
ACCcd03c86412,4,3,29,2.786868686868687,0.0,0.9379439805611652,0.5931
ACC5277faa3fd,4,3,29,2.786868686868687,0.171875,0.5966071434059979,0.5592
ACCfa511078a2,4,4,25,3.2135531135531132,0.028124999999999956,0.12522144816983682,0.5405
ACC134dda8db4,4,3,26,2.700854700854701,0.0031250000000000444,0.7175376531565416,0.5184
ACCec081c8bc6,4,2,20,1.8222222222222222,0.99375,0.7938237117586288,0.509
ACC1c45023d32,4,2,17,1.8055555555555554,0.99375,0.834473851859581,0.4918
ACCd87c7d855e,4,2,15,1.75,0.9875,0.9360828443678908,0.4901
ACC5df65f472a,4,2,16,1.7840909090909092,1.0,0.8472287246570227,0.4857
ACCb4341ae70b,4,2,13,1.7638888888888888,0.98125,0.9760992000281726,0.482
ACC8856838889,4,2,17,1.8055555555555554,0.996875,0.7561642257074865,0.4767
ACC7850e0be01,4,2,18,1.8222222222222222,0.99375,0.6226209575729607,0.4588
ACC45fd9e4126,4,2,13,1.746031746031746,0.990625,0.8074360637516504,0.4487
ACCbf8b9bd0d2,4,2,12,1.7083333333333333,0.99375,0.6022511902472836,0.3971
ACCa5e891d86b,4,3,15,1.9333333333333333,0.046875,0.7420113388339462,0.3788
ACCecb2f4b7c8,4,2,6,1.357142857142857,0.996875,0.8895448541063747,0.3773
ACCe0929c0bea,5,4,29,3.639249639249639,0.9882352941176471,0.8960624477031387,0.9433
ACCe784c9a92d,5,4,29,3.686868686868687,0.9764705882352941,0.820716099442376,0.9309
ACC4bd0cc70d0,5,4,29,3.636904761904762,0.9647058823529412,0.8569155462121983,0.9305
ACC2cb93aa36c,5,4,27,3.6527777777777777,0.9764705882352941,0.9418872932327559,0.9229
ACCf355b32e11,5,4,31,3.65988455988456,0.9647058823529412,0.6318588857467182,0.9165
ACC81d3b8eae1,5,4,26,3.586111111111111,0.9882352941176471,0.9362739962020348,0.9029
ACCfdd471a155,5,4,26,3.6440115440115437,0.9764705882352941,0.8874185279480703,0.8968
ACCda15cf725b,5,4,27,3.632142857142857,0.9764705882352941,0.7696546270621198,0.8863
ACCc3284c6481,5,4,26,3.623376623376623,0.9882352941176471,0.7798159102200801,0.8755
ACC2a5e0f5ca3,5,4,27,3.623809523809524,0.9764705882352941,0.7059849336756299,0.8727
ACCac5c7f2109,5,4,25,3.1904761904761902,0.9882352941176471,0.9624662439301842,0.8522
ACCf5bb6763e1,5,4,24,3.5476190476190474,0.9882352941176471,0.8210555311188353,0.8472
ACCe5ebda03c9,5,4,25,3.6099206349206345,0.9882352941176471,0.593525256275744,0.8225
ACC1417b24fef,5,4,27,3.6527777777777777,1.0,0.35505977715320647,0.8103
ACC731051474d,5,4,29,3.619047619047619,0.2823529411764706,0.9043922845200325,0.8016
ACC7219a205a8,5,4,23,3.2376623376623375,0.9882352941176471,0.7931338958982844,0.7947
ACC8a346d3eed,5,4,30,3.682106782106782,0.17647058823529416,0.839876969295194,0.7885
ACC19c6301d28,5,4,26,3.6440115440115437,0.9529411764705882,0.0,0.7147
ACC0ba204e1ac,5,4,25,3.5995670995670994,0.12941176470588234,0.9020095031212747,0.7114
ACC11c8bb508b,5,3,28,2.750793650793651,1.0,0.7282664746278442,0.7043
ACC734d73f17f,5,3,27,2.770995670995671,0.9764705882352941,0.7489474841739376,0.6916
ACCca94cd01fc,5,3,26,2.695238095238095,0.9882352941176471,0.7067327214550272,0.6632
ACC5e7e801cac,5,3,23,2.757142857142857,0.9529411764705882,0.9231123277432526,0.6631
ACC370e932f5d,5,3,24,2.746031746031746,0.9647058823529412,0.8018503009740192,0.6543
ACCb233ecf6d4,5,3,25,2.686868686868687,0.9882352941176471,0.6353380000762876,0.6338
ACC3e90111d1c,5,3,23,2.7666666666666666,0.9882352941176471,0.7142993198329977,0.6294
ACC17372e079d,5,3,22,2.708333333333333,0.9529411764705882,0.7915115766480663,0.6174
ACC13aa8d0775,5,3,19,2.619047619047619,0.9529411764705882,0.9503531079243053,0.5969
ACC96ddb45be9,5,3,20,2.642857142857143,0.9882352941176471,0.40174792828383254,0.511
ACC6ca8f54f61,5,3,28,2.773015873015873,0.0,0.4976816768214517,0.4605
ACC5a05192a01,5,3,24,2.7349206349206345,0.12941176470588234,0.5186478596732476,0.4295
ACCd124d306f6,5,3,23,2.757142857142857,0.12941176470588234,0.44799247649447715,0.4034
ACC4a02bb0099,5,2,18,1.7857142857142856,0.9764705882352941,0.7109750742235199,0.3518
ACC9bc86e6fd7,5,2,18,1.8285714285714285,0.12941176470588234,0.8306711525081489,0.2108
ACC17250caccd,5,2,17,1.8083333333333333,0.22352941176470587,0.6330059161540991,0.1737
ACCbbbdd2549b,7,4,28,3.5807017543859647,0.6666666666666667,0.9994645992416639,0.8846
ACCe5d1689145,7,4,23,3.5029239766081868,1.0,0.8974780116158889,0.8725
ACCf7829e55fd,7,4,27,3.6452991452991452,0.7777777777777778,0.8171795355584022,0.8646
ACC1ee317412e,7,4,25,3.6238344988344986,0.8333333333333334,0.8167333571125733,0.853
ACC393b559bc3,7,4,30,3.6695906432748533,0.7777777777777778,0.45722890345443523,0.8259
ACCdf2885b59a,7,4,25,3.637723387723388,0.8888888888888888,0.5885701669614325,0.8195
ACC8f485782e0,7,4,27,3.6695906432748533,0.8333333333333334,0.47232446262451244,0.8085
ACCe94e15c3a0,7,4,27,3.6695906432748533,0.8333333333333334,0.47027542606831185,0.8081
ACC8eb5543e04,7,4,24,3.5643106893106893,0.8333333333333334,0.5636847664672855,0.7875
ACC73e193ddef,7,3,27,2.713602187286398,0.8888888888888888,0.8936984367434874,0.767
ACC776660ce6e,7,4,23,3.5029239766081868,0.7222222222222222,0.6359140407895787,0.7646
ACC72b44ee64f,7,4,24,3.5718864468864466,0.38888888888888884,0.7892124204682407,0.7442
ACC5ee03b6a7b,7,4,32,3.662014885699096,0.0,0.6890900039775495,0.7373
ACCe349838af7,7,4,26,3.489035087719298,0.6111111111111112,0.4439727686011299,0.7346
ACC88d57dd251,7,4,24,3.5643106893106893,0.7777777777777778,0.30588552242238976,0.7248
ACCf640fa7a6b,7,3,22,2.7529239766081868,0.8888888888888888,0.8937362926871747,0.7172
ACC112b75afbd,7,4,25,3.5857753357753355,0.38888888888888884,0.5118649289227903,0.7003
ACC6fb35921cf,7,3,22,2.7146464646464645,0.7222222222222222,0.9507151061334187,0.6925
ACC1f4ade8200,7,3,25,2.739035087719298,0.7777777777777778,0.691044266907946,0.685
ACCb3e02152f7,7,3,26,2.6045112781954884,1.0,0.37395412087028257,0.6667
ACC19402c69ee,7,3,23,2.721177944862155,0.9444444444444444,0.5331645154435865,0.6644
ACC7b8f465d57,7,3,20,2.6488095238095237,0.8333333333333334,0.740701968248227,0.6468
ACCf2faa21aca,7,2,25,1.8564593301435406,0.9444444444444444,0.9445531483738298,0.6376
ACCefb3a868b3,7,3,17,2.5802197802197804,0.8333333333333334,0.8382259688161999,0.6297
ACCce36c8f2e0,7,3,27,2.7314593301435406,0.0,0.942334094487499,0.6002
ACCa42833203e,7,3,19,2.5738095238095235,0.7222222222222222,0.4382480938094363,0.5481
ACCe2d1287f0b,7,3,21,2.669108669108669,0.8888888888888888,0.0449600195085188,0.5308
ACCc2bec35a57,7,3,21,2.721056721056721,0.8888888888888888,0.0,0.5256
ACC2e2119e84d,7,3,21,2.669108669108669,0.2777777777777778,0.5710048753238574,0.5138
ACC778b9309a5,7,2,21,1.8362573099415203,1.0,0.4747157409896332,0.5111
ACC7f8beda2fa,7,2,17,1.811965811965812,0.7222222222222222,0.8611645304254438,0.489
ACCa1dbec6eb3,7,2,24,1.8362573099415203,0.7777777777777778,0.24312264182050436,0.4519
ACC0b494fd8dc,7,2,13,1.6590909090909092,0.6111111111111112,0.7956342198201013,0.4003
ACC79b5805d94,7,2,14,1.746031746031746,0.7777777777777778,0.5340628249482975,0.3982
ACC18f8e40e55,7,2,22,1.8045112781954886,0.4444444444444444,0.3428077753433001,0.3818
ACCfda9caff14,7,2,15,1.7230769230769232,0.6666666666666667,0.3862871994005652,0.3553
ACC5b6e67fe80,7,1,18,0.9473684210526315,0.7222222222222222,0.4599485787868802,0.2891
ACCb5d976786c,10,4,23,3.5757575757575757,0.9940298507462687,0.9668527987082887,0.9671
ACC42e54802ab,10,4,22,3.575854700854701,0.991044776119403,0.9784580193756727,0.9571
ACCb4633f6f52,10,4,23,3.521056721056721,0.982089552238806,0.806171510584858,0.9286
ACCad87767466,10,4,21,3.5376984126984126,0.991044776119403,0.8114773950484393,0.9091
ACC1305ba8d28,10,4,23,3.575854700854701,0.9791044776119403,0.6510360602798708,0.901
ACCff8105e9eb,10,4,19,3.582167832167832,0.9880597014925373,0.8716092572658772,0.9003
ACCec56c9e6e7,10,4,22,3.5376984126984126,0.9791044776119403,0.7027897380696091,0.8968
ACCa20292056f,10,4,21,3.5555555555555554,1.0,0.6583826695371369,0.8816
ACC695db428a2,10,4,23,3.575854700854701,0.9850746268656716,0.5270182992465015,0.8774
ACC7d564a13e0,10,4,19,3.582167832167832,0.9970149253731343,0.646465733763904,0.8571
ACCe98f9d1408,10,3,25,2.7007575757575757,0.9552238805970149,0.9690303193397918,0.852
ACCb2a08440be,10,4,20,3.4552197802197804,0.9970149253731343,0.5950484391819162,0.8492
ACC62da341b63,10,3,22,2.6805555555555554,0.973134328358209,0.8483584499461787,0.7947
ACC1d8c324550,10,4,22,3.5619658119658117,0.6835820895522389,0.32615715823466096,0.7641
ACC06fbb21d65,10,3,22,2.721056721056721,0.9611940298507463,0.6284311087190529,0.7513
ACC0a463f6c3d,10,3,21,2.7007575757575757,0.9791044776119403,0.6162271259418729,0.7392
ACC0dfda42709,10,3,16,2.6805555555555554,0.9641791044776119,0.907333153928956,0.7341
ACC15ae599860,10,3,19,2.6869658119658117,0.9791044776119403,0.7045075349838537,0.7323
ACC832f5a4f26,10,4,20,3.569444444444444,0.0,0.8027381593110874,0.6998
ACC74f1793c44,10,4,24,3.596056721056721,0.005970149253731294,0.5264599031216364,0.6947
ACC81afc8631e,10,3,19,2.584090909090909,0.6985074626865672,0.8292384284176535,0.6935
ACC740cd37599,10,3,16,2.563888888888889,0.982089552238806,0.7085508611410121,0.6893
ACC17051b87a2,10,3,16,2.6805555555555554,0.973134328358209,0.6036733046286331,0.6752
ACC94e7509455,10,3,22,2.721056721056721,1.0,0.0,0.6334
ACCc9b5a59957,10,3,16,2.659090909090909,0.9880597014925373,0.31086742016505187,0.618
ACC8fc2613bde,10,2,18,1.8055555555555554,0.991044776119403,0.7832974524578402,0.6069
ACC03f7f9c75a,10,3,19,2.65521978021978,0.017910447761193993,0.9986410118406888,0.5965
ACC5a74b91ce6,10,3,15,2.6527777777777777,0.4149253731343283,0.697282023681378,0.5684
ACCbe8daced73,10,2,14,1.7916666666666665,0.9701492537313433,0.6291442411194832,0.5238
ACC07a70ed4ac,10,2,13,1.746031746031746,0.9611940298507463,0.5437432723358452,0.4898
ACC85fdf25103,10,2,10,1.7321428571428572,0.9970149253731343,0.6307857911733048,0.4781
ACC1f57480531,10,3,15,2.546031746031746,0.08059701492537319,0.24722371725870107,0.4037
ACCe51623d1ad,10,1,8,0.8888888888888888,0.4895522388059701,0.9671151776103336,0.2913
ACCbf480ba901,11,4,7,2.8833333333333333,0.404833836858006,0.932580974410632,0.8341
ACC46420aec5f,11,4,5,2.7499999999999996,0.9848942598187311,0.6092698643168152,0.8068
ACCf96c82b0a8,11,3,6,2.216666666666667,0.9637462235649547,0.9690323055340692,0.7931
ACCdf77d4c2cb,11,3,8,2.05,0.5830815709969788,0.7063383190725205,0.716
ACC2e2aa71ed2,11,4,6,2.583333333333333,0.02114803625377648,0.9918787315482692,0.7089
ACC1ff306732b,11,3,5,2.083333333333333,0.9788519637462235,0.6078274336584488,0.6785
ACCb8a9851d59,11,3,4,1.8333333333333333,1.0,0.7576625476803405,0.6568
ACC4c653c698c,11,3,4,1.9166666666666665,0.7764350453172205,0.8184424459177836,0.6318
ACC89da146a59,11,2,5,1.4666666666666668,0.9879154078549849,0.9664723866467473,0.6297
ACC0fe142ffb1,11,3,7,2.1666666666666665,0.030211480362537735,0.7706903591700432,0.5955
ACC4d281a0c7b,11,2,5,1.4666666666666668,0.9546827794561934,0.5518940071460365,0.5402
ACC348525727c,11,3,4,1.8333333333333333,0.3716012084592145,0.7373872997108823,0.5271
ACCe11b5b5bc2,11,3,4,1.9166666666666665,0.03625377643504535,0.7568946326922379,0.4714
ACCa3f4f77766,11,1,3,0.75,0.8580060422960725,0.6959900072618193,0.3517
ACC0b45df514b,11,1,2,0.6666666666666666,0.0030211480362537513,0.9886616913775957,0.1983
ACC897ab5b151,11,1,2,0.6666666666666666,0.0,0.7751068254697783,0.155
ACC5fe9051372,11,1,3,0.75,0.02114803625377648,0.0,0.0451
ACC40bc8f29e6,12,4,21,3.530122655122655,0.8679245283018868,0.8292924322262093,0.9386
ACC4a55ba6417,12,4,20,3.3696969696969696,0.8679245283018868,0.9222709403457942,0.9329
ACCbedca48313,12,4,19,3.4757575757575756,0.8962264150943396,0.8769428118036703,0.9248
ACC5e9c24b74e,12,4,20,3.3696969696969696,0.8867924528301887,0.8073913932953295,0.9137
ACC33ae9925fb,12,4,18,3.117424242424242,0.9905660377358491,0.9185221636744646,0.913
ACC8ad9bda938,12,4,18,3.5412337662337663,0.9811320754716981,0.7650379577460894,0.9117
ACC6e84211f93,12,4,17,3.3244949494949494,0.9905660377358491,0.8447833210770084,0.9011
ACCca7552203e,12,4,18,3.3813131313131315,0.8962264150943396,0.847763543239024,0.8995
ACCa515d6bdbd,12,4,20,3.3583333333333334,0.9811320754716981,0.6380135906977258,0.8978
ACCa0758e51d2,12,4,17,3.0904761904761906,1.0,0.871855976202456,0.8911
ACCf37a37ba7b,12,4,19,3.507142857142857,0.2735849056603774,0.9469642096882102,0.8166
ACCb5f3d7d49b,12,3,17,2.5555555555555554,0.9905660377358491,0.8257040014597006,0.7738
ACC281036d48e,12,3,16,2.5022727272727274,0.9811320754716981,0.8669663476336077,0.7637
ACC50bf3b5eb3,12,3,16,2.4772727272727275,0.9339622641509434,0.9161999126391277,0.7623
ACC1cb3fa47a4,12,3,15,2.491161616161616,0.9245283018867925,0.9578087534119581,0.7572
ACC7a4d1e2fc5,12,3,15,2.621031746031746,0.9622641509433962,0.8490066847654802,0.7526
ACCfa6fb828dd,12,4,19,3.4757575757575756,0.10377358490566035,0.7885719446272141,0.7486
ACCcc10c3e339,12,4,17,3.496031746031746,0.1132075471698113,0.8353044821288038,0.7364
ACCbc35229ea3,12,3,17,2.4606060606060605,0.8867924528301887,0.7571109722675308,0.7323
ACC8e65f4c4ec,12,4,16,2.991161616161616,0.0,0.8550749478875809,0.6679
ACC396e6ffe58,12,3,11,2.159090909090909,0.9150943396226415,0.8722430180416789,0.6637
ACCc45fcbf738,12,2,14,1.7662337662337662,0.9622641509433962,0.8283414151355475,0.6062
ACC091165c510,12,2,13,1.6161616161616161,0.9716981132075472,0.8996234635821275,0.5987
ACCc0f71d9087,12,2,11,1.6590909090909092,0.9905660377358491,0.9569498891401589,0.5922
ACC9f4f1557ec,12,1,5,0.8333333333333333,0.9716981132075472,0.9916233087653918,0.3927
ACCbf5c1ad4b3,12,2,9,1.6666666666666665,0.018867924528301883,0.9477493517049193,0.3715
ACCee0214ca95,12,2,12,1.7083333333333333,0.08490566037735847,0.0,0.2358
ACCe0e443f407,13,4,26,3.6305555555555555,0.9974358974358974,0.9691223321683724,0.9933
ACCb23a0a539f,13,4,26,3.6126984126984123,0.9923076923076923,0.9278153201488388,0.9827
ACC29da669de8,13,4,24,3.591269841269841,1.0,0.9992581226164812,0.9662
ACCecc286156f,13,4,24,3.591269841269841,0.9974358974358974,0.9338110000148174,0.9526
ACC91a42601d7,13,4,24,3.5238095238095237,0.9897435897435898,0.818604944954152,0.923
ACC5601e7a50a,13,4,23,3.625793650793651,0.9974358974358974,0.8054465605153719,0.9141
ACC8d0bf8fc85,13,3,23,2.7416666666666667,1.0,0.9763708105527805,0.8167
ACC5f2eccbedd,13,3,23,2.6666666666666665,0.9846153846153847,0.941968277324472,0.8011
ACC58a4411a6f,13,4,24,3.525,0.1512820512820513,0.9561818257327974,0.7829
ACCde055d2f02,13,3,23,2.645238095238095,0.9923076923076923,0.831169243138982,0.7789
ACCa6815aa693,13,3,21,2.6619047619047618,0.9923076923076923,0.9748799949245277,0.7781
ACCd42ba923d4,13,3,22,2.736904761904762,0.9948717948717949,0.8546455979843363,0.7756
ACCb35847be81,13,3,23,2.7341269841269837,0.9897435897435898,0.7732157116753322,0.7734
ACC89865a6014,13,3,23,2.6666666666666665,0.9923076923076923,0.7891873797436204,0.7721
ACCf4e9cc1542,13,3,21,2.6619047619047618,0.9948717948717949,0.9104344711383645,0.7658
ACC219636e8c7,13,3,22,2.736904761904762,0.9769230769230769,0.7348308527217742,0.748
ACCbdef0b687a,13,3,22,2.725,0.9923076923076923,0.7085907098405517,0.7449
ACC35f307ae37,13,4,22,3.6079365079365076,0.0,0.9860805034178394,0.734
ACC82361a3f1d,13,3,19,2.692460317460317,0.9846153846153847,0.8762105116119168,0.7284
ACC77d3e17394,13,4,22,3.219047619047619,0.18205128205128207,0.8832804510770318,0.7211
ACCccc5d81955,13,3,20,2.707142857142857,0.982051282051282,0.7437941116869635,0.7178
ACCe7d3e5b048,13,3,19,2.35,0.9974358974358974,0.8985601199636841,0.7101
ACC86d7f05122,13,3,19,2.65,0.9923076923076923,0.7509235641251764,0.7017
ACC7c573bbc38,13,3,21,2.6619047619047618,0.34615384615384615,0.8487749962313088,0.6237
ACC5b3a569734,13,3,22,2.6666666666666665,0.4871794871794872,0.5682258323590157,0.6115
ACCee786e7e48,13,2,18,1.8499999999999999,0.9846153846153847,0.9081094651922846,0.5903
ACC66eee777cf,13,2,18,1.8499999999999999,0.7333333333333334,0.9162566555573465,0.5417
ACCc4ec3de4b6,13,3,21,2.738888888888889,0.39230769230769236,0.0,0.4689
ACCf6c423dda9,13,1,13,0.9285714285714285,0.9923076923076923,0.7978702216491291,0.358
ACC070164e1d5,15,4,23,3.6496281496281497,0.9924050632911392,0.9110924009720553,0.9807
ACCb14478bef0,15,4,23,3.5643106893106893,0.9873417721518988,0.800243131543699,0.9513
ACCce5d9ad45e,15,4,20,3.5174603174603174,0.9873417721518988,0.9747456279871597,0.9366
ACCe492e7a6d5,15,4,21,3.6265512265512267,1.0,0.8378686893495279,0.9351
ACC9d6208044b,15,4,21,3.5087912087912088,0.9873417721518988,0.7935186631021499,0.9151
ACC03660a372a,15,4,21,3.2405372405372406,0.9974683544303797,0.8770728170538121,0.9141
ACC7ea8289470,15,4,23,3.6496281496281497,0.9974683544303797,0.5507045204341138,0.9096
ACC9e79692ccd,15,4,23,3.510739260739261,0.9949367088607595,0.6020242260554467,0.9092
ACC8cdb017c73,15,4,22,3.5405372405372404,0.9873417721518988,0.6710864139019298,0.9083
ACCc56e3683fc,15,4,18,3.325,0.9949367088607595,0.9509060249699274,0.8884
ACCa0500cdf6a,15,4,23,3.6178821178821177,0.9974683544303797,0.40612344663778543,0.8784
ACC4aa9d7ee0c,15,3,20,2.6857142857142855,0.9898734177215189,0.9974598109090224,0.8139
ACCb14b38975e,15,3,20,2.6857142857142855,1.0,0.9585209033492283,0.8082
ACC941da72720,15,3,18,2.6638888888888888,0.9924050632911392,0.8115430398151934,0.7449
ACC8330a5ee12,15,3,17,2.65521978021978,0.9974683544303797,0.7467502685550131,0.7169
ACC02e3f4634b,15,4,20,3.197979797979798,0.13670886075949362,0.7561302733101437,0.6993
ACCec9481e9a4,15,3,16,2.5480769230769234,0.9949367088607595,0.7439428976320863,0.6926
