resource_type,observed,true_id
payment,PAY08ee31de46,PAY0e8e31de46
payment,PAYf13865fb89,PAYf13865fb89
address,ADDRad9f4b3735,ADDRad9f4b3735
address,ADDR5ea04ffd13,ADDR5ea04ffd13
device,DEVcc94ff8c1pd,DEVcc94ff8c1d
payment,PAY0426117579,PAY0426117597
payment,PAYcd87f076a7,PAYcd87f076a7
address,ADDRe52299b694,ADDRe52299b694
device,DEV616a52e1di1,DEV616a52e1d1
payment,PAY98515acdbf,PAY98515acdbf
address,ADDR1827d58143,ADDR1827d58143
address,ADDR8c9a89ab04,ADDR8c9a89ab04
device,DEV7245f9e2c0,DEV7245f9e2c0
payment,PAY774c164a7a,PAY774c164a7a
payment,PAY03fcc41762,PAY03fcc41762
address,ADDR8dc1d00ed9,ADDR8dc1d00ed9
device,DEV66j1db3c1a8,DEV661db3c1a8
payment,PAY1422c1fa79,PAY1422c1fa79
address,ADDRda21744084,ADDRda21744084
address,ADDR0d1dd9878c,ADDR0d1dd9878c
device,DvEV0bf895e6ca,DEV0bf895e6ca
payment,PAy864df921ae,PAY864df921ae
address,ADDR46cdadba8a,ADDR46cdadba8a
device,DEVae9922bp9eb,DEVae9922b9eb
payment,PAY9cc33fce3a,PAY9cc33fce3a
payment,PAY7cc86239d0,PAY7cc86239d0
address,ADDR81dd4c4e26,ADDR81dd4c4e26
address,ADDR3750083f50,ADDR3750083f50
device,DEV032f96c313,DEV032f96c313
payment,PAY1d78a9b405,PAY1d78a9b405
payment,PAY2a85f8c80d,PAY2a85f8c80d
address,ADDRb513a19c2,ADDRb513a19c25
address,ADDRcb7ac1c740,ADDRc7bac1c740
device,DEV15ebe6f77e,DEV15ebe6f77e
payment,PAYb19d851a49,PAYb19d851a49
address,DDR50d5f4ff1a,ADDR50d5f4ff1a
address,ADDR29c01c5699,ADDR29c01c5699
device,DEVe1cb39bf2,DEVe1cb39bf32
payment,PAYfcffab8442,PAYfcffab8442
payment,PAYb253fc3759,PAYb253fc3759
address,ADDR914fb8cd1f,ADDR914fb8cd1f
device,DEV842e3f8413,DEV842e3f8413
payment,PAY24882f2ab9,PAY24882f2ab9
payment,PAY9d00a9ac6a,PAY9d00a9ac6a
address,ADDRa3c67b267,ADDRa43c67b267
address,ADDRd5f56c8131,ADDRd5f56c8131
device,DEV78740f8f35,DEV78740f8f35
payment,PyAY4012456008,PAY4012456008
payment,PAY8c4fa1f6c5,PAY8c4fa1f6c5
address,ADzDR3880257798,ADDR3880257798
device,DEVf9cbb07fcc,DEVf9cbb07fcc
payment,PAY92aj9d2a0f1,PAY92a9d2a0f1
address,ADDRb6cedb0235,ADDRb6cedb0235
address,ADDR852e55cbab,ADDR852e55cbab
device,DEV498e65c20f,DEV498e65c20f
payment,PAYb3d4841b30,PAYb3d4841b30
payment,PAY33157a2ff2,PAY33157a2ff2
address,ADDR73f5ae198b,ADDR73f5ae198b
address,ADDRe2e2ef67ef,ADDRe2e2ef67ef
device,DEV4c5Bab054a,DEV4c5bab054a
payment,PAY12a25343cf,PAY1a225343cf
payment,PAYabo01468eb4,PAYab01468eb4
address,ADDRf77f5beccd,ADDRf77f5beccd
device,DEV2d7ab7e702,DEV2d7ab7e702
payment,PAY8a4040316b,PAY8a4040316b
address,ADDRe1e06ccfa6,ADDRe1e06ccfa6
device,DErV8b3004a88d,DEV8b3004a88d
payment,PAYbe1c6ce031,PAYeb1c6ce031
address,ADDR633d084db5,ADDR633d084db5
device,DEV805a68b642,DEV805a68b642
payment,PAYd4bc8ef823,PAYd4bce8f823
address,ADDR1b34a9d3cb,ADDR1b34a9d3cb
address,ADDR7df0ef1f7,ADDR7d5f0ef1f7
device,DEVye569324e96,DEVe569324e96
payment,PAy7aa4dfa72c,PAY7aa4dfa72c
address,ADDR8D1d002a12,ADDR8d1d002a12
device,DEV0dace11238,DEV0dace11238
payment,PAYc1f73b4d1f,PAYc1f73b4d1f
payment,PAY0667ab1da5,PAY0667ab1da5
address,ADDRee3eb94ea4,ADDRee3eb94ea4
device,DEV9da68bcb1b,DEV9da86bcb1b
payment,PAYd5cF6c04f7,PAYd5cf6c04f7
address,ADDRaa19cb12ba,ADDRaa19cb12ba
device,DEV051956461e,DEV051956461e
payment,PAY59262471667,PAY9262471667
address,ADDR7206d6d76d,ADDR7206d6d76d
device,DEV54c5e3f2c0,DEV54c5e3f2c0
payment,PAY74bdc67a3a,PAY74bdc67a3a
address,ADDR1f768eb8c5,ADDR1f768eb8c5
address,ADDR8a1ca5a01fa,ADDR8a1ca5a0fa
device,DEV5016f1f247,DEV5016f1f247
payment,PAY1b710b051c,PAY1b710b051c
payment,PAYb8857ca2a,PAYb88567ca2a
address,ADDR6b3cc11d25,ADDR6b3cc11d25
address,ADDR4d8a9995d9,ADDR4d8a9995d9
device,DEV9678ee2242,DEV9678ee2242
payment,PAYdf7368a67b,PAYdf7368a67b
address,ADDR10c44827bc,ADDR10c44827bc
device,DEV4f75d7fc3c,DEV4f75d7fc3c
payment,PAYdr969cdc989,PAYd969cdc989
payment,PAYf8ed2c604a,PAYf8ed2c604a
address,ADDR3bdca79467,ADDR3bdca79467
device,DEVabdc6fd754,DEVabdc6fd754
payment,PAY975a01c71d,PAY975a01c71d
address,DDRf6fee4de15,ADDRf6fee4de15
device,DEyV0bdf6216b1,DEV0bdf6216b1
payment,PAYaa199253be,PAYaa199253be
address,ADDRd11c96f5b24,ADDRd11c96f524
address,ADDRda488b40ef,ADDRda488b40ef
device,DEVcfc01400c8,DEVcfc01400c8
payment,PAY6a68211ef2,PAY66a8211ef2
payment,PAYbbd016794b,PAYbbd016794b
address,ADDR020758d45b,ADDR020758d45b
device,DEV0d22cea1b0,DEV0d22cea1b0
payment,PAY3762ed8eB6,PAY3762ed8eb6
address,ADDR4158e2cff1,ADDR4158e2cff1
address,ADDR4d58039497,ADDR4d58039497
device,DEVf0adb18370,DEVf0adb18370
payment,PAY1ee8b5f112,PAY1ee8b5f112
payment,PAYe196f345cbb,PAY196f345cbb
address,ADDR2c117515c7,ADDR2c117515c7
device,DEV8a4f067b37,DEV8a4f067b37
payment,PAY10c336af19,PAY10c336af19
address,ADDR01e72ed507,ADDR01e72ed507
device,DEVa7e7166ac3,DEVa7e7166ac3
payment,4PAYfc587e8625,PAYfc587e8625
address,ADDRcFf1a4de0f,ADDRcff1a4de0f
address,ADDRef235b59b5,ADDRef235b59b5
device,DEV0e32bed509,DEV0e32bed509
payment,PAYddf5f61422,PAYddf5f61422
address,ADDRa2fbec3924,ADDRa2fbec3924
address,ADDR2bff6ff09e,ADDR2bff6ff09e
device,DEV74314106bf,DEV74314106bf
payment,PAYe5d6c9c37c,PAYe56dc9c37c
payment,PAY415e21ff5f,PAY415e21ff5f
address,ADDR6a9605f68e,ADDR6a9605f68e
device,DEv30241d467a,DEV30241d467a
payment,PAYe5747340c8a,PAYe5747340ca
payment,PzAY6c3068fae9,PAY6c3068fae9
address,ADDR8eca91c2ff,ADDR8eca91c2ff
device,DEV66547dc986,DEV66547dc986
payment,PAY99f11cCdee,PAY99f11ccdee
address,ADDR0429b0e53b,ADDR0429b0e53b
address,ADDRe0d447b1d2,ADDRe0d447b1d2
device,DEV82482de03d,DEV82482de03d
payment,PAY0053576ea3,PAY0053576ea3
address,ADDR2d952ebb4,ADDR2d952ebb46
address,ADD3R33a8dfa72,ADDR333a8dfa72
device,DEV90ffd89u4a7,DEV90ffd894a7
payment,PAY4be42cecc9,PAY4be42cecc9
payment,PAYabaf466b9,PAYabaf4660b9
address,ADDRea8dde2124,ADDRea8dde2124
address,ADDRc2ah515b4c5,ADDRc2a515b4c5
device,DEV2369e75bc7,DEV2369e75bc7
payment,PAY5073c92cc2,PAY5073c92cc2
address,ADDR6f603505d3,ADDR6f603505d3
address,ADDRa3ib52692d4,ADDRa3b52692d4
device,DEV1bc6ac9901,DEV1bc6ac9901
payment,PAYb66872ba4a,PAYb66872ba4a
address,ADDR9b6e894c79,ADDR9b6e894c79
address,ADDRdf5628eb73,ADDRdf5628eb73
device,DEV71204c51c,DEV71204c5b1c
payment,PAY5ef4b55167,PAY5ef4b55167
address,ADDRcac1b0f269,ADDRcac1b0f269
address,ADDRa2650adf2e,ADDRa2650adf2e
device,DEV6b7aa2de90,DEV6b7aa2de90
payment,PAYdd173f03a6,PAYdd173f03a6
payment,PAYc7d717a168,PAYc7d717a168
address,ADDRe8a75ddd5c,ADDRe8a75ddd5c
address,DADRb571a05ac8,ADDRb571a05ac8
device,DEV16ed9c7af2,DEV16ed9c7af2
payment,PAY869eceb2d1,PAY869eceb2d1
address,ADDR86fec4ff72,ADDR86fec4ff72
address,ADDRbb4bdbiea39,ADDRbb4bdbea39
device,DEVa8e601600,DEVae8e601600
payment,PAY20c38579a8,PAY20c38579a8
payment,PAY28cbb066caf,PAY8cbb066caf
address,ADDRebac89cf42,ADDRebac89cf42
device,DEV0e9cad4c81,DEV0e9cad4c81
payment,PAYf8c2865ea5,PAYf8c2865ea5
address,ADDR153ase30e6c,ADDR153ae30e6c
device,DEVfc8a3a3ad3,DEVfc8a3a3ad3
payment,PAYafb27510c8,PAYafb27510c8
payment,PAY346a60a8a9,PAY346a60a8a9
address,ADDRb1e1c41c76,ADDRb1e1c41c76
device,DEVf0d2096813,DEVf0d2096813
payment,PAY3ed22941a9,PAY3ed22941a9
payment,PAY8411b752a1,PAY8411b752a1
address,ADDR579499560,ADDR5794995560
device,DEVdd284e1108,DEVdd284e1108
payment,PAYe88f7C53cb,PAYe88f7c53cb
address,ADDR68adc92872,ADDR68adc92872
device,DEV6ee0a1fa4b,DEV6ee0a1fa4b
payment,PAY669e14F36d,PAY669e14f36d
address,ADDR8221a32h5b1,ADDR8221a325b1
device,DEV042f990ba4,DEV042f990ba4
payment,PAYd2d9cd2a4b,PAYd2d9cd2a4b
payment,PAY93613d8621,PAY93613d8621
address,ADDRe8c1ae80fa,ADDRe8c1ae80fa
device,DEV64ce18940b,DEV64ce19840b
payment,PAY63c6169489,PAY63c6169489
address,ADDRc6c758445b,ADDRc6c758445b
address,ADDRdab7b23658,ADDRdab7b23658
device,DEVcbe6a4f0c27,DEVbe6a4f0c27
payment,PAY9a5af1466a,PAY9a5af146a6
address,ADDRe8b895d3f7,ADDRe8b895d3f7
device,DEVbf9ccf7790,DEVbf9ccf7790
payment,PAYa35f80d31a,PAYa35f80d31a
address,ADDR825392be3,ADDR825392be3b
device,EVd55ee942c8,DEVd55ee942c8
payment,PAY788a2fb7b,PAY7886a2fb7b
payment,PAY95z94837957,PAY9594837957
address,ADDR79fadbc8d3,ADDR79fadbc8d3
address,ADDRb7602ea857,ADDRb7062ea857
device,DEV01df39a2c5,DEV01df39a2c5
payment,PAYc7197fdae6,PAYc7197fdae6
payment,PAY6e155ab96e,PAY6e155ab96e
address,AdDRb872d234bb,ADDRb872d234bb
address,ADDR1e70c8f191,ADDR1e70c8f191
device,DEVf847fb29aa,DEVf847fb29aa
payment,PAYe731846208c,PAYe73146208c
payment,PAY0ef7064305,PAY0ef7064305
address,ADDR62b66463ce,ADDR62b66463ce
address,ADDra4bc6d24a9,ADDRa4bc6d24a9
device,DeV36c75b01c2,DEV36c75b01c2
payment,PAY2e460fb6f3,PAY2e460fb6f3
payment,PAY3b1a36fe2b,PAY3b1a36fe2b
address,ADDR4ae3d31a52,ADDR4a3ed31a52
device,DEVefa0abc23f,DEVefa0abc23f
payment,PAYc73b52e774,PAYc73b52e774
payment,PAY325b4xde812,PAY325b4de812
address,ADDR0a620dc3ba,ADDR0a620dc3ba
address,ADDR687895a181,ADDR687895a181
device,DEV591e37e1c0,DEV591e37e1c0
payment,PAYdc098d138,PAYdc098bd138
payment,PAY63a9f88bc9,PAY63a9f88bc9
address,ADDRe22652f755,ADDRe22652f755
address,ADDR55c6b993ce,ADDR55c6b993ce
device,DEVfde899172,DEVcfde899172
payment,PAYc16ebbc2db,PAYc16ebbc2db
payment,PAYe94b910c5d,PAYe94b910c5d
address,ADRd3a90c6408,ADDRd3a90c6408
device,DEV90618c2287,DEV90618c2287
payment,PAY8f346a916,PAY8f8346a916
address,ADfDR904f9f720d,ADDR904f9f720d
address,ADDR10fedd017,ADDR10fedd0b17
device,DEV403b47f1aa,DEV403b47f1aa
payment,PAYd0da36f15d,PAYd0da36f15d
payment,PAY28t7e038562,PAY287e038562
address,ADDRffi4046ffff,ADDRff4046ffff
device,DEV8328cd4b82,DEV8328cd4b82
payment,PAYa9218b2d20,PAYa9218b2d20
address,ADDR7eee412c9,ADDR7eee4c12c9
address,ADDR3a5b789b5d,ADDR3a5b789b5d
device,DEVefd8757360b,DEVefd757360b
payment,PAY87d0f86b88,PAY87d0f86b88
address,ADDR37ec424ebe,ADDR37ec424ebe
device,DEVe15ab2b1Ba,DEVe15ab2b1ba
payment,PAY66ce9a2d2b,PAY66ce9a2d2b
address,ADDRbf42ef0c07,ADDRbf42ef0c07
address,DDRc973a7790e,ADDRc973a7790e
device,DEVa9be9c279e1,DEVa9b9c279e1
payment,PAYd171d56330,PAYd171d56330
payment,PAYf81b9cb6d4,PAYf81b9cb6d4
address,ADDRe97b7cE343,ADDRe97b7ce343
address,ADDRcb39605c3a,ADDRcb39605c3a
device,DEV55aeca7aE8,DEV55aeca7ae8
payment,PAYd4b583ace5,PAYd4b583ace5
address,ADDRd5682921c4,ADDRd5682921c4
address,ADRb41e5d4825,ADDRb41e5d4825
device,DEV306d140dd5,DEV306d140dd5
payment,PAY8a494e5345,PAY8a494e5345
address,ADDR421f81884f,ADDR421f81884f
device,DEV6beab7553c,DEV6beab7553c
payment,PAYfc72de77ab,PAYfc72de77ab
address,ADDRf2e452e5d5,ADDRf2e452e5d5
device,DEV8147933271,DEV8147933271
payment,PAY95b2babd19,PAY95b2abbd19
payment,PAY2f11dc67a1,PAY2f11dc67a1
address,ADDRca74973e4c,ADDRca74973e4c
device,DEVef08f14069,DEVef08f14069
payment,PAY663228d564,PAY663228d564
payment,PAY20a2eaf22c,PAY20a2eaf22c
address,ADDR976d63607b,ADDR976d63607b
address,ADDR4e900759f1,ADDR4e900759f1
device,DEVa899e807es9,DEVa899e807e9
payment,PAY29b4c4a99a,PAY2b94c4a99a
payment,PAY721c4944b9,PAY721c4944b9
address,ADDRa52c3280ff,ADDRa52c3280ff
device,DEVc1264bc86b,DEVc1264bc86b
payment,PAY864c658f18,PAY864c658f18
address,ADDR51a6cbb93,ADDR541a6cbb93
address,DADR8ad0117343,ADDR8ad0117343
device,DEVeb47eae46e,DEVeb47eae46e
payment,PAY4c406f4d21,PAY4c406f4d21
payment,PAY36a1861974,PAY36a1869174
address,ADDRc07A006256,ADDRc07a006256
address,ADDR6dcc80fd79,ADDR6dcc80fd79
device,DEV2063bea51a,DEV2063bea51a
payment,PAY00f36ca7fc,PAY00f36ca7fc
address,ADR00c01ca7ad,ADDR00c01ca7ad
device,DEV729d17c3c6,DEV729d17c3c6
payment,PAy5f92dcc951,PAY5f92dcc951
payment,PAYb87e01d9c0,PAYb87e01d9c0
address,ADDR0eB94bc722,ADDR0eb94bc722
device,DEV3ff9df87a3,DEV3ff9df87a3
payment,PAYaf72a0a465,PAYaf72a0a465
address,ADDR0be2c71b9,ADDR0be2c71eb9
address,ADDRa5c51bd637,ADDRa5c51bd637
device,DEVb02d725e9c,DEVb02d725e9c
payment,PAY98368d3770,PAY98368d3770
address,ADDR363efee60f,ADDR363efee60f
device,DEV24a174bdb0,DEV24a174bdb0
payment,PAYd6c57ad1e5,PAYd6c57ad1e5
address,ADDRb993a95e8e,ADDRb993a95e8e
address,ADDR6705ab8c25,ADDR6705ab8c25
device,DEV5078d78de7,DEV0578d78de7
payment,PAY162f121223,PAY162f121223
payment,PAY06ae76b030,PAY06ae76b030
address,ADDR65a59bd742,ADDR65a59bd742
address,ADDR247fc0572e,ADDR247fc0572e
device,DEV280555824e,DEV280555824e
payment,PAYcfe2f88a4e,PAYcfe2f88a4e
payment,PAYcfacbe5170,PAYcfacbe5170
address,ADDR46d710a93e,ADDR46d710a93e
device,DEV2d5545fd1b,DEV2d5545fd1b
payment,PAYc4cf6e2913,PAYc4cf6e2913
payment,PAYdf1fc16e68,PAYdf1fc16e68
address,ADDR3d47d497b3,ADDR3d47d497b3
device,DEVc7f95764af,DEVc7f95764af
payment,PAY89d205e224,PAY89d205e224
payment,PAYe548e8c21c,PAYe548e8c21c
address,ADDRda4ab19d08,ADDRda4ab19d08
address,ADDR5e1233e9d8,ADDR5e1233e9d8
device,DEV24b12bb43f,DEV24b12bb43f
payment,PAY1cc01c8014,PAY1cc01c8014
address,ADDRce3e251df,ADDRce3e251dff
device,DEVf138b597f2,DEVf138b597f2
payment,PaY86c578754b,PAY86c578754b
address,ADDR494f784d31,ADDR494f784d31
address,ADDR7a2f717a12,ADDR7a2f717a12
device,DEV4b94ca6796,DEV4b94ca6796
payment,PAY2713f0bd7,PAY27173f0bd7
payment,PAY9549ca8774,PAY9549ca8774
address,ADDR8c80cfe17d,ADDR8c80cfe17d
address,ADDR02ace2646c,ADDR02ace2646c
device,DEVc40925c9ca,DEVc40925c9ca
payment,PAY603341bd12,PAY603341bd12
payment,PAY0a68607059,PAY0a68607059
address,ADDR1a58c59567,ADDR1a58c59567
address,ADDRcd840f63b1,ADDRcd840f63b1
device,DEV3697c20bd9,DEV3697c20bd9
payment,PAYeb0373bcd6,PAYeb0373bcd6
payment,PAYead4542a332,PAYead442a332
address,ADDR6e340c48a0,ADDR6e340c48a0
address,ADDc0e541feae,ADDRc0e541feae
device,DEV596b6322f7,DEV596b3622f7
payment,PAYb18734c257,PAYb18734c275
payment,PAYafbc84f5c,PAYafbc384f5c
address,ADDR0fee4ec4d2,ADDR0fee4ec4d2
address,ADDR5cac41c7bE,ADDR5cac41c7be
device,DEVac26a5128f,DEVac26a5128f
payment,PAYdaC57b4adc,PAYdac57b4adc
address,ADDR66d9008931,ADDR66d9008931
device,DEVCed733fd4b,DEVced733fd4b
payment,PaYf4a662449e,PAYf4a662449e
address,ADDR7df366918,ADDR7df6366918
device,DEV2e0227571b,DEV2e0227571b
payment,PAY102ddbe4e9,PAY102ddbe4e9
payment,AY45e5fc2dac,PAY45e5fc2dac
address,ADDR27271e77f8,ADDR27271e77f8
device,DEV9f8961cae0,DEV9f8961cae0
payment,PAY69fd21da7f,PAY69fd21da7f
address,ADDR5097ffec2d,ADDR5097ffec2d
device,DEV2c4ca176c4,DEV2c4ca176c4
payment,PAY515764916,PAY5153764916
address,ADDR18faabe8a1,ADDR18faabe8a1
address,ADDR1c4fa43698,ADDR1c4fa43698
device,DEV261e497a9,DEV2261e497a9
payment,PAY1f4a6060a7,PAY1f4a6060a7
address,ADDR4d9bfac123,ADDR4d9bfac123
address,ADDRb30723dd81,ADDRb30723dd81
device,DEV00abfdb984,DEV00abfdb984
payment,PAY8beeD30098,PAY8beed30098
payment,PAY19a762b778,PAY19a762b778
address,ADDRedb7eb66Fa,ADDRedb7eb66fa
address,ADDRf23b17227c,ADDRf23b17227c
device,DEV691345504e,DEV69134550e4
payment,PAeY77d119cfd,PAYe77d119cfd
address,ADDRde278b1a5,ADDRde2478b1a5
device,DEV2c636c67dc,DEV2c63c667dc
payment,PAYcb8156c660,PAYcb8156c660
address,ADDRea0aba846a8,ADDRe0aba846a8
device,DEVce186be883,DEVce186be883
payment,PAY8c02c93cbf,PAY8c20c93cbf
payment,PAY481cf79053,PAY481cf79053
address,ADDR54cbab8359,ADDR54cbab8359
device,DEV9864767e7f,DEV9864767e7f
payment,PAY877f88b702,PAY877f88b702
address,ADDR9619025f47,ADDR9619025f47
device,DEV74756dd22a,DEV74756dd22a
payment,PAY2b1996e50a,PAY2b1996e50a
payment,PAY4120ac4aa1,PAY4120ac4aa1
address,ADDRf8c80a8f43,ADDRf8c80a8f43
device,DEbV61f842c2fa,DEV61f842c2fa
payment,PaY412e4fe039,PAY412e4fe039
address,ADDR76763e4fa,ADDR076763e4fa
address,ADDR97d8c2823f,ADDR97d8c2823f
device,DEVfd3d42811b,DEVfd3d42811b
payment,PAYe38cefafb4,PAYe38cefafb4
payment,PAY53f5e2e900,PAY53f5e2e900
address,ADDR8ca10daa5d,ADDR8ca10daa5d
address,ADDfR52cb07e730,ADDR52cb07e730
device,DEVfa14823b9,DEVfa14823ba9
payment,PAY2edeb4d0fa,PAY2edeb4d0fa
address,ADDR06aad5d618,ADDR06aad5d618
address,ADDR80b0e8565e,ADDR80b0e8565e
device,DEV9a5413505c,DEV9a5413505c
payment,PAYca91005d12,PAYca91005d12
payment,PAY74a18a461c,PAY74a1a8461c
address,ADDR7691a0a891,ADDR7691aa0891
address,ADDRc39a416b73c,ADDRc39a46b73c
device,DEV08dd633ec5,DEV08dd633ec5
payment,PAY959f962c70,PAY959f9627c0
payment,PAY3393bf5b32,PAY3393bf5b32
address,ADDR5827ae5f3,ADDR05827ae5f3
address,ADDRb5820de0a6,ADDRb5820de0a6
device,DEV1e238b56ae,DEV1e238b56ae
payment,PAYd423a42897,PAYd423a42897
address,ADDRc926ec582b,ADDRc926ec582b
address,ADDRf79aca3e7,ADDR7f79aca3e7
device,DEV8756574074,DEV8576574074
payment,PAYce1103354d,PAYce1103354d
address,ADDR392db84c45,ADDR392db84c45
address,ADDRfdc0ffd3b,ADDRfdc0affd3b
device,DEVd02d4b7a53,DEVd02d4b7a53
payment,PAYcb49902ff9,PAYcb49902ff9
payment,PAYe966f1675f,PAYe966f1675f
address,ADDR118b0721f4,ADDR1180b721f4
address,ADDR082d621871,ADDR082d621871
device,DEV40216c8ee7,DEV40216c8ee7
payment,PAY4e7bb49c23,PAY4e7bb49c23
address,ADDR7e296f34da,ADDR7e296f3d4a
address,ADDRbee6c15c8c,ADDRbee6c15c8c
device,DEV4b2a771ab7,DEV4b2a771ab7
payment,PAnYd2014861ca,PAYd2014861ca
payment,PAYbe870a8aa1,PAYbe870a8aa1
address,ADDR00cce516f,ADDR00cce5316f
address,ADDRa3ecd22615,ADDRa3ecd22615
device,DEV7da51349f,DEV71da51349f
payment,PAY9fbafb5ae5,PAY9fbafb5ae5
address,ADDR10e78b8b00,ADDR10e78b8b00
address,ADDR136312736a,ADDR136312736a
device,DEV38ea3ab965,DEV38ea3ab965
payment,PAY17ff0f228c,PAY17f0ff228c
address,ADDR4by32347a4c,ADDR4b32347a4c
address,ADDR278bcdc06d,ADDR278bcdc06d
device,DEV3e0db56e66b,DEV3e0db5666b
payment,PAYef1e2cfcc5,PAYef1e2cfcc5
payment,PAYa06637e5b,PAYa506637e5b
address,ADDRf239a211b6,ADDRf239a211b6
address,ADDRf1ee26b88e,ADDRf1ee26b88e
device,DEV271c66462,DEV0271c66462
payment,PAY2f7d202c4e,PAY2f7d202c4e
payment,PAYa9d2464597,PAYa9d2464597
address,ADDR04fac03c68,ADDR04fac03c68
device,DEV9fdc0d6dpe0,DEV9fdc0d6de0
payment,PAY7ad8a0af5a,PAY7ad8a0af5a
payment,PAYfba37bc5ff,PAYfba37bc5ff
address,ADdRb43289d82c,ADDRb43289d82c
device,DEVe564bafaae,DEVe564bafaae
payment,PAY1bdec9a6bB,PAY1bdec9a6bb
payment,PAY3441593f92,PAY3441593f92
address,ADDR49366cce2a,ADDR49366cce2a
device,DEnV94f1fb7d7b,DEV94f1fb7d7b
payment,PAYb0d276fadf,PAYb0d276fadf
address,ADDR67561b4edb8,ADDR67561b4eb8
address,ADDRdb722b423b,ADDRdb722b423b
device,DEVf20fa9fa60,DEVf20fa9fa60
payment,PYAa6bcacda4a,PAYa6bcacda4a
address,ADDR1ae39f7b19,ADDR1ae39f7b19
device,DEV1d8dac3a1d,DEV1d8dac3a1d
payment,PAY8c12328d0f,PAY8c12328d0f
address,ADDRf2fa30fE48,ADDRf2fa30fe48
address,ADDR5ef98ba002,ADDR5ef98ba002
device,DEV7faf23a4aa,DEV7faf23a4aa
payment,PAY626f091118,PAY62f6091118
address,ADDRc2c41f3fc1,ADDRc2c41f3fc1
address,ADdRe9c1594410,ADDRe9c1594410
device,DEV294ea5ca67,DEV294ea5ca67
payment,PAYc846fed4df,PAYc846fed4df
payment,PAY511bf20b87,PAY511bf20b87
address,ADDRae27aa8103,ADDRae27aa8103
address,ADdR0685faeffa,ADDR0685faeffa
device,DEV5addd47640a,DEV5addd4740a
payment,PAYeed007415b,PAYeed007415b
address,ADDR117182172a3,ADDR17182172a3
device,DEV142650afff,DEV142650afff
payment,PAcYb5ce8ed61,PAYcb5ce8ed61
payment,PAY28c3a5fb64,PAY28c3a5fb64
address,ADDR3283cdf3d3,ADDR3283cdf3d3
address,ADDRcb82f9a320,ADDRcb82f9a320
