cluster_id,cluster_size,entity_reuse_ratio,internal_density,mean_degree_centrality,max_degree_centrality,mean_pagerank,max_pagerank,mean_betweenness_centrality,max_betweenness_centrality,creation_span_days,creation_std_days,avg_order_amount,order_amount_cv,referral_cycle_ratio,referral_resource_overlap_ratio,median_referral_activation_days,within_cluster_referral_density
35,3,0.11764705882352944,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,655,327.80532840900156,907.9992307692307,0.5951193527051861,0.0,0.0,0.0,0.0
36,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,111,78.48885271170677,678.375,0.277985343614727,0.0,0.0,0.0,0.0
37,3,0.125,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,193,105.88830593287123,865.5357142857143,0.3798748849199224,0.0,0.0,0.0,0.0
38,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,443,313.2483040656405,950.8977777777777,0.6531308359881204,0.0,0.0,0.0,0.0
39,2,0.09090909090909094,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,38,26.87005768508881,925.198888888889,0.5431986311682859,0.0,0.0,0.0,0.0
40,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,72,50.91168824543143,684.558888888889,0.5471325785368321,0.0,0.0,0.0,0.0
41,4,0.13636363636363635,1.0,0.004497751124437781,0.004497751124437781,0.001497005988023952,0.001497005988023952,0.0,0.0,640,267.3778537326281,650.7766666666666,0.5377225196812059,0.0,0.0,0.0,0.0
42,3,0.11111111111111116,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,184,98.71845487715726,722.0039999999999,0.32099912874601455,0.0,0.0,0.0,0.0
43,2,0.09090909090909094,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,160,113.13708498984758,1107.7133333333334,0.47073310082084746,0.0,0.0,0.0,0.0
44,2,0.0714285714285714,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,195,137.88582233137674,861.7237500000001,0.46109131029463973,0.0,0.0,0.0,0.0
45,3,0.11764705882352944,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,279,148.76267453004914,897.8489999999999,0.618754565052311,0.0,0.0,0.0,0.0
46,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,459,324.5620125646253,972.1560000000002,0.4707475984833519,0.0,0.0,0.0,0.0
47,3,0.11111111111111116,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,248,132.52546925025393,1063.709090909091,0.6950632759744311,0.0,0.0,0.0,0.0
48,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,497,351.4320702497141,440.33500000000004,0.6309434306158781,0.0,0.0,0.0,0.0
49,2,0.07692307692307687,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,581,410.8290398693841,885.7800000000001,0.3874776040952126,0.0,0.0,0.0,0.0
50,3,0.10526315789473684,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,564,294.4944821214822,1156.4899999999998,0.5751273901203637,0.0,0.0,0.0,0.0
51,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,349,246.78026663410506,908.3722222222223,0.3670277592589415,0.0,0.0,0.0,0.0
52,2,0.07692307692307687,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,228,161.22034611053283,835.6483333333334,0.3299565958336154,0.0,0.0,0.0,0.0
53,3,0.11111111111111116,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,617,339.0226147815708,781.1083333333332,0.4652573909850732,0.0,0.0,0.0,0.0
54,3,0.11111111111111116,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,324,168.77598565356783,739.0319999999999,0.4419743093577343,0.0,0.0,0.0,0.0
55,3,0.10526315789473684,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,472,247.30008761287033,1231.4714285714285,0.6505919718141479,0.0,0.0,0.0,0.0
56,2,0.09090909090909094,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,89,62.93250352560273,875.8583333333332,0.33968646801454827,0.0,0.0,0.0,0.0
57,2,0.09999999999999998,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,1,0.7071067811865475,858.7471428571428,0.44094370148303713,0.0,0.0,0.0,0.0
58,3,0.10526315789473684,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,505,252.527886248892,1536.89875,0.7322146800306036,0.0,0.0,0.0,0.0
59,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,61,43.1335136523794,745.2833333333333,0.341643578618468,0.0,0.0,0.0,0.0
60,14,0.2321428571428571,1.0,0.01949025487256372,0.019490254872563718,0.001497005988023953,0.0014970059880239526,0.0,0.0,40,9.246323890850109,825.9789189189189,0.4349118741586954,0.0,0.8,19.0,0.1319
61,2,0.07692307692307687,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,441,311.8340905032675,1925.93,0.8736852872189095,0.0,0.0,0.0,0.0
62,2,0.08333333333333337,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,207,146.37110370561535,780.4599999999999,0.6293669606460706,0.0,0.0,0.0,0.0
63,3,0.11764705882352944,1.0,0.0029985007496251873,0.0029985007496251873,0.0014970059880239524,0.0014970059880239522,0.0,0.0,155,79.60527620704548,946.1000000000001,0.4331019905025677,0.0,0.0,0.0,0.0
64,5,0.19999999999999996,1.0,0.005997001499250375,0.005997001499250375,0.0014970059880239522,0.0014970059880239522,0.0,0.0,29,10.839741694339398,776.9042857142858,0.4518798340455484,0.0,0.2857,7.0,0.2
65,4,0.13043478260869568,1.0,0.004497751124437781,0.004497751124437781,0.001497005988023952,0.001497005988023952,0.0,0.0,385,171.8979833118081,779.8513333333334,0.46638933077865613,0.0,0.0,0.0,0.0
66,10,0.22499999999999998,1.0,0.01349325337331334,0.013493253373313342,0.0014970059880239528,0.0014970059880239526,0.0,0.0,34,10.716550025285397,961.455357142857,0.4813778764289111,0.0,1.0,23.0,0.2
67,2,0.09090909090909094,1.0,0.0014992503748125937,0.0014992503748125937,0.0014970059880239522,0.0014970059880239522,0.0,0.0,266,188.09040379562165,581.3283333333333,0.2930192630735537,0.0,0.0,0.0,0.0
68,11,0.2272727272727273,1.0,0.014992503748125939,0.014992503748125937,0.0014970059880239522,0.0014970059880239524,0.0,0.0,37,11.216870411045223,763.078,0.3735649291917267,0.0,1.0,13.5,0.1818
69,5,0.19999999999999996,1.0,0.005997001499250375,0.005997001499250375,0.0014970059880239522,0.0014970059880239522,0.0,0.0,31,11.966620241321273,817.0200000000001,0.43406139377288355,0.0,0.6,8.5,0.3
